,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TCSL4,UBBR11,USIM3,USIM5,VALE3,VALE5,ALLL11
2008-08-28,28.11,17.18,9.19,7.635260581970215,5.769,12.538107872009276,10.345335960388184,21.04,6.197232246398926,4.501948356628418,3.049813032150269,12.766,1.296,4.079219341278076,7.777276515960693,12.914861679077148,27.46,13.113536834716797,10.673,11.739505767822266,511.8234252929688,19.48512077331543,25.47067642211914,13.690933227539062,2.399958372116089,7.993824005126953,5.404207706451416,2.117,3.657758951187134,6.82,18.9,37.52,57.11,19.59056663513184,14.449349403381348,29.5,231.73541259765625,10.73,14.972968101501465,6.26,29.69,34.01,28.77,24.72,3.39,19.49,21.919940948486328,21.512210845947266,21.521577835083008,25.3,19.14
2008-08-29,28.33,16.74,8.86,7.598607063293457,5.68,12.511244773864746,10.170068740844728,20.77,6.103176116943359,4.358704090118408,2.94116473197937,12.588,1.247,3.955838441848755,7.546444892883301,13.10027313232422,27.09,12.873520851135254,10.503,11.859557151794434,516.1356201171875,19.48512077331543,25.501399993896484,14.074971199035645,2.3530452251434326,7.766512870788574,5.118557929992676,2.076,3.599196672439575,6.62,18.8,37.94,55.32,19.30101203918457,14.265416145324709,29.030000686645508,224.3324279785156,10.77,14.88078498840332,6.0,29.72,34.93,28.6,25.22,3.33,18.91,22.20893096923828,21.782588958740234,21.35942649841309,24.86,18.53
2008-09-01,27.58,16.65,9.12,7.84904670715332,5.598,12.089083671569824,9.887921333312988,20.75,6.056149005889893,4.275390625,2.9135820865631104,12.343,1.247,3.850733995437622,7.457662582397461,13.074700355529783,26.2,13.04371452331543,10.52,11.92816162109375,561.579345703125,19.48512077331543,25.286327362060547,14.391801834106444,2.296257257461548,7.693271160125732,5.01819372177124,2.052,3.5028111934661865,6.75,18.29,36.64,57.09,18.91643714904785,13.983376502990724,,233.75440979003903,10.55,15.012473106384276,5.94,29.7,34.9,27.88,24.42,3.43,18.63,21.912019729614254,21.668346405029297,21.025300979614254,24.52,18.44
2008-09-02,29.23,16.91,8.86,7.61082649230957,5.741,11.739845275878906,9.97768783569336,20.32,6.16588020324707,4.238847255706787,2.878474235534668,12.317,1.233,3.716688394546509,7.391075134277344,13.06830883026123,26.18,13.091716766357422,10.554,12.219717979431152,554.2819213867188,19.48512077331543,24.57966423034668,14.257389068603516,2.316009998321533,7.7791428565979,4.940990447998047,2.039,3.51989221572876,6.66,18.59,36.18,57.28,18.464000701904297,13.533750534057615,28.200000762939453,230.1650848388672,10.93,14.143333435058594,6.06,31.09,34.0,27.87,23.95,3.5,18.92,20.54623413085937,20.297412872314453,20.538856506347656,24.11,18.53
2008-09-03,27.54,16.86,8.76,7.268767833709717,5.775,11.705305099487305,9.875093460083008,19.76,5.930740833282471,4.107296466827393,2.841704130172729,11.97,1.207,3.610063552856445,7.26900053024292,12.72305965423584,25.24,12.78624153137207,10.163,12.391223907470703,532.3892211914062,19.48512077331543,23.57804679870605,14.257389068603516,2.3209478855133057,7.862489700317383,4.477773189544678,2.002,3.4759695529937744,6.5,18.4,36.35,55.61,18.138240814208984,13.325284957885742,27.5,210.64816284179688,10.7,13.737732887268066,6.06,32.0,34.49,26.87,23.83,3.47,18.9,19.699047088623047,19.490089416503903,20.440584182739254,23.95,17.94
2008-09-04,26.89,16.51,8.57,6.444159984588623,5.652,11.321526527404783,9.575849533081056,18.88,5.753079891204834,4.136529922485352,2.7347187995910645,11.564,1.16,3.503436803817749,6.991558074951172,11.949448585510254,24.02,12.415310859680176,9.771,11.76523208618164,493.2478942871094,19.48512077331543,21.796018600463867,13.566121101379396,2.244405746459961,7.60234260559082,4.315646171569824,1.949,3.446688413619995,6.46,18.15,34.79,54.34,17.473155975341797,12.855223655700684,27.049999237060547,187.99058532714844,10.33,12.697391510009766,5.79,32.1,34.6,25.72,22.44,3.32,18.13,18.28971099853516,18.37430000305176,19.821468353271484,23.23,17.53
2008-09-05,26.97,16.76,9.01,6.596863269805908,5.734,11.405957221984863,9.61859893798828,18.77,5.794882297515869,4.230077743530273,2.774842977523804,10.938,1.171,3.4729721546173096,7.080339431762695,11.604196548461914,25.52,12.502589225769045,9.916,12.125391960144045,501.8722534179688,19.48512077331543,21.992650985717773,14.026966094970703,2.296257257461548,7.751359462738037,4.122638702392578,1.97,3.477189779281616,6.33,18.1,36.17,54.67,17.509363174438477,13.022815704345703,26.799999237060547,190.00958251953125,10.67,12.744800567626951,5.75,32.21,36.5,26.64,22.58,3.35,18.31,18.21845054626465,18.27909278869629,20.04258155822754,23.59,17.3
2008-09-08,27.1,16.86,8.98,6.212044715881348,5.851,11.052878379821776,9.383479118347168,18.63,5.585869789123535,4.256387233734131,2.710479736328125,9.965,1.153,3.282567977905273,6.978240966796875,12.179610252380373,24.99,12.472042083740234,9.992,11.953887939453123,513.1502075195312,19.48512077331543,21.26141166687012,13.825345993041992,2.288848876953125,7.829659461975098,4.053156852722168,1.916,3.367383480072021,6.06,17.69,34.42,53.34,16.694969177246094,12.368810653686523,27.299999237060547,185.07424926757807,10.4,12.26282024383545,5.63,33.19,35.75,27.0,22.36,3.43,18.53,18.527238845825195,18.012523651123047,19.315372467041016,22.78,16.48
2008-09-09,25.74,17.06,8.94,5.918850898742676,5.646,10.477206230163574,9.18682861328125,18.71,5.392532825469971,4.029828071594238,2.6243984699249268,9.399,1.095,2.8012263774871826,6.836188793182373,12.0453462600708,24.26,11.944008827209473,9.473,12.005335807800291,514.47705078125,19.48512077331543,19.54698371887207,13.825345993041992,2.2345290184021,7.60234260559082,4.037714958190918,1.867,3.2673380374908447,5.84,17.09,34.13,54.16,15.527679443359377,11.58809757232666,27.0,167.12767028808594,10.24,11.246188163757324,5.4,33.37,34.36,26.1,21.13,3.27,17.91,16.983299255371094,16.451187133789062,18.35721778869629,21.81,16.3
2008-09-10,26.64,17.64,9.19,5.6684160232543945,5.659,10.477206230163574,9.507451057434082,18.89,5.5545172691345215,4.013749122619629,2.6243984699249268,9.348,1.095,2.650426149368286,6.833971977233887,12.403382301330566,25.35,11.59489631652832,9.473,11.971036911010742,539.3551025390625,19.48512077331543,20.33967018127441,13.585323333740234,2.2740328311920166,7.690750122070312,4.423730373382568,1.933,3.3307816982269287,5.99,17.24,33.8,54.89,15.885102272033691,11.72298526763916,28.0,171.38998413085938,10.8,11.720266342163086,5.53,34.5,35.74,25.79,21.91,3.29,18.11,17.280216217041016,16.451187133789062,19.43329620361328,23.04,16.48
2008-09-11,27.1,17.88,9.22,5.344679832458496,5.646,11.812763214111328,9.66135311126709,18.88,5.695600986480713,3.88950777053833,2.637765645980835,9.551,1.128,2.8941431045532227,6.880581378936768,12.396990776062012,25.23,11.625443458557127,9.439,12.20256805419922,516.4673461914062,19.48512077331543,21.14465713500977,13.930956840515137,2.31106948852539,7.791774749755859,4.547255039215088,1.949,3.4149651527404785,6.23,17.19,34.7,56.06,17.509363174438477,12.83478546142578,26.700000762939453,180.58761596679688,10.9,12.58940887451172,5.75,35.85,36.08,26.83,22.48,3.36,18.51,17.418771743774414,16.988130569458008,20.440584182739254,24.0,16.92
2008-09-12,28.59,17.48,9.04,5.961611747741699,5.694,11.954763412475586,9.597228050231934,18.98,5.611996173858643,3.772574424743652,2.6461281776428223,9.399,1.161,2.985536813735962,6.947167873382568,12.147644996643066,25.42,11.791272163391112,9.558,11.816679954528809,510.1648864746094,19.48512077331543,21.26141166687012,15.217482566833496,2.291318416595459,7.804401874542236,4.616737365722656,1.957,3.477189779281616,6.3,18.02,36.84,56.97,18.287548065185547,13.488788604736328,26.71999931335449,197.18820190429688,10.75,13.392707824707031,5.81,35.36,36.93,27.15,22.1,3.5,18.96,17.51774024963379,17.517465591430664,20.961427688598636,24.39,17.14
2008-09-15,27.58,16.97,8.51,5.130893230438232,5.276,10.93774127960205,8.746513366699219,17.13,5.538841724395752,3.743341684341431,2.5993237495422363,8.713,1.103,2.7799012660980225,6.833971977233887,11.284521102905272,23.43,11.010132789611816,8.929,11.70520305633545,475.99908447265625,19.48512077331543,19.47938346862793,15.015863418579102,2.157987594604492,7.286627769470215,4.246163845062256,1.81,3.2087748050689697,5.96,17.0,36.43,55.44,16.46875,12.180782318115234,25.739999771118164,182.83094787597656,10.14,12.144298553466797,5.56,35.14,34.95,26.05,21.11,3.43,17.43,16.524084091186523,16.264589309692383,19.113914489746094,22.0,15.89
2008-09-16,27.51,16.4,8.33,4.9476470947265625,5.276,11.302334785461426,9.332179069519045,16.81,5.517940044403076,3.639561891555786,2.631086587905884,8.443,1.059,2.513334989547729,6.813995361328125,11.44435977935791,23.78,10.508285522460938,8.511,11.962462425231934,468.7015380859375,19.48512077331543,19.970977783203125,16.417598724365234,2.17773985862732,7.402811527252197,4.207561492919922,1.764,2.928159713745117,6.21,17.3,36.07,58.51,17.41434097290039,12.793910026550291,26.01000022888184,175.42796325683594,10.17,12.678954124450684,5.83,37.27,33.95,25.9,20.0,3.54,17.78,16.349889755249023,16.036100387573242,19.60527801513672,22.81,15.73
2008-09-17,26.05,15.97,7.47,4.788835048675537,5.01,10.342884063720703,8.507119178771973,14.67,4.86477518081665,3.5591697692871094,2.5491750240325928,7.605,0.978,2.262001276016236,6.305719375610352,10.549269676208496,21.61,9.757691383361816,8.179,11.576579093933104,440.1748046875,19.48512077331543,18.55764961242676,14.266989707946776,2.037000894546509,6.991125583648682,3.844708442687988,1.58,2.831774950027466,5.79,15.93,33.91,55.49,16.609004974365234,12.180782318115234,24.200000762939453,146.26473999023438,9.61,11.52273178100586,5.56,33.83,31.15,22.65,19.57,3.35,16.6,14.61592960357666,14.46714210510254,18.22945976257324,21.04,15.0
2008-09-18,26.08,16.51,8.29,4.794942378997803,5.372,10.979957580566406,8.97735595703125,15.05,4.812521934509277,3.5591697692871094,2.646963357925415,7.123,1.043,2.262001276016236,6.858386039733887,11.827969551086426,22.9,10.211538314819336,8.639,11.84241008758545,480.97467041015625,19.48512077331543,19.75589942932129,14.30539321899414,2.2271218299865723,7.450802326202393,3.952791452407837,1.588,2.829334259033203,5.83,16.97,36.34,56.94,17.780813217163086,13.161789894104004,25.0,148.2837677001953,9.67,12.075823783874512,5.56,33.85,34.49,23.49,20.16,3.46,18.02,15.083070755004885,15.156417846679688,19.556135177612305,22.62,14.79
2008-09-19,28.56,17.67,8.76,5.558469772338867,5.755,12.16584014892578,9.8237943649292,17.27,5.517940044403076,3.75649642944336,2.875140428543091,8.688,1.145,2.47068452835083,7.335587501525879,13.106671333312988,24.75,11.695266723632812,9.788,12.133966445922852,563.9013671875,19.48512077331543,21.87590217590332,14.32459545135498,2.3860418796539307,8.082229614257812,4.361968040466309,1.875,3.281980037689209,6.62,17.71,37.48,61.99,19.400545120239254,14.298112869262695,26.5,173.85765075683594,10.4,13.695587158203123,5.75,35.05,38.03,27.29,23.63,3.72,19.72,17.30000114440918,17.898283004760742,21.177621841430664,24.08,17.11
2008-09-22,27.72,17.53,8.57,5.28359842300415,5.598,11.862656593322754,9.404851913452148,17.37,5.564968109130859,3.763804197311402,2.862597942352295,8.138,1.113,2.361012458801269,7.328927993774414,12.544039726257324,23.78,11.651626586914062,9.669,11.576579093933104,530.730712890625,19.48512077331543,21.26141166687012,13.134079933166504,2.262412548065185,7.703374862670898,4.060877799987793,1.711,2.9159581661224365,6.57,17.36,36.16,60.37,19.44578742980957,14.265416145324709,24.700000762939453,167.12767028808594,10.06,13.037147521972656,6.03,33.11,36.08,26.89,23.09,3.61,18.97,16.824951171875,17.860200881958008,20.58799743652344,23.2,16.61
2008-09-23,27.06,16.68,8.47,5.100351810455322,5.543,10.956929206848145,9.52882480621338,17.43,5.32982873916626,3.624945163726807,2.863433361053467,7.715,1.113,2.123386859893799,7.451004505157471,12.659123420715332,23.1,11.237054824829102,9.286,11.670458793640137,507.1795654296875,19.48512077331543,19.89109230041504,12.865252494812012,2.227796792984009,7.57708740234375,3.728904247283936,1.608,2.684145450592041,6.42,16.3,37.62,57.59,18.54543685913086,13.59097671508789,24.75,157.03271484375,9.94,12.131133079528809,6.06,32.2,35.99,26.89,23.12,3.57,18.46,16.28654670715332,16.812959671020508,19.079519271850582,21.92,15.73
2008-09-24,26.55,17.2,8.12,5.191976070404053,5.591,10.949256896972656,9.490352630615234,16.96,5.204420566558838,3.554784774780273,2.908564805984497,7.275,1.166,1.9421221017837524,7.579738616943359,12.53125286102295,21.64,10.866122245788574,9.397,12.094684600830078,508.5063781738281,19.48512077331543,19.424081802368164,12.759642601013184,2.2253239154815674,7.526575565338135,3.8138270378112793,1.498,2.6109418869018555,6.41,15.69,39.01,53.81,19.05669403076172,14.097825050354004,24.450000762939453,144.69442749023438,9.49,12.394514083862305,5.95,32.51,35.2,26.89,22.72,3.67,18.06,16.187583923339844,16.512113571166992,19.40872573852539,22.34,15.55
2008-09-25,27.72,17.67,8.41,5.491276741027832,5.741,11.394441604614258,9.746843338012695,18.41,5.382082462310791,3.738954544067383,3.008861780166626,7.969,1.203,2.0030517578125,7.879373550415039,13.106671333312988,22.27,11.507616996765137,9.78,12.241862297058104,535.04296875,19.48512077331543,20.382680892944336,12.625228881835938,2.299501895904541,7.829659461975098,3.860149145126343,1.654,2.8061535358428955,6.44,16.0,40.72,57.6,19.92989730834961,14.735480308532717,25.0,150.30274963378906,9.3,12.15483570098877,6.17,33.36,34.9,27.59,23.01,3.82,18.9,17.02288818359375,17.555545806884766,20.086803436279297,23.43,16.33
2008-09-26,27.24,17.2,6.98,5.558469772338867,5.727,10.745853424072266,9.72547435760498,18.47,5.230547428131104,3.696567535400391,3.0506486892700195,8.502,1.216,2.1629908084869385,7.957059383392334,12.786993980407717,23.09,12.000741004943848,9.933,11.298181533813477,535.04296875,19.48512077331543,19.608423233032227,12.38520622253418,2.311863660812378,7.801873207092285,3.9373507499694815,1.67,2.840315103530884,6.59,16.3,40.88,56.94,19.459367752075195,14.482054710388184,23.649999618530277,148.05941772460938,6.0,11.588576316833496,6.1,32.2,31.18,27.85,23.09,3.82,19.16,16.62700653076172,17.391794204711914,18.91736602783203,22.56,15.37
2008-09-29,26.08,16.49,6.42,4.4345574378967285,5.4,9.402620315551758,8.750789642333984,17.29,4.964056491851807,3.508012056350708,2.909401655197144,7.478,1.087,2.0106678009033203,7.293416023254394,11.636163711547852,21.05,11.651626586914062,9.346,10.822011947631836,486.6137390136719,19.48512077331543,17.021419525146484,11.050677299499512,2.193180084228516,7.339670658111572,3.3737692832946777,1.494,2.5255374908447266,6.23,15.36,37.91,53.03,17.871305465698242,13.386605262756348,21.88999938964844,116.87720489501952,5.23,10.005681991577148,5.9,31.16,27.9,26.28,21.85,3.5,17.33,14.722820281982422,14.82510757446289,16.607973098754883,19.81,13.07
2008-09-30,26.2,17.77,6.74,5.191976070404053,5.851,10.246939659118652,9.72547435760498,18.47,5.314152717590332,3.654179096221924,3.1425938606262207,7.969,1.175,1.9345064163208008,7.879373550415039,12.467317581176758,21.84,12.349851608276367,10.095,11.341473579406738,533.0526733398438,19.48512077331543,18.250396728515625,11.47311782836914,2.353898048400879,8.056970596313477,3.659420967102051,1.678,2.867156744003296,6.44,16.23,39.38,53.82,19.101938247680664,14.34716796875,24.8799991607666,121.1395034790039,5.7,10.7326021194458,6.41,33.11,28.8,30.42,23.83,3.67,19.04,15.182040214538574,15.42679214477539,17.959213256835938,21.38,12.79
2008-10-01,27.51,17.86,6.85,5.552359580993652,5.851,10.158666610717772,9.61859893798828,19.78,5.33505392074585,3.639561891555786,3.1994214057922363,8.341,1.223,1.98020339012146,8.21230697631836,12.595189094543455,22.71,11.957101821899414,10.035,11.306841850280762,526.0867919921875,19.48512077331543,18.06605529785156,12.529220581054688,2.373678684234619,8.056970596313477,3.821547031402588,1.781,2.942800521850586,6.9,16.06,39.48,56.26,18.82142639160156,14.265416145324709,26.0,111.94188690185548,6.19,10.377045631408691,6.47,34.61,28.8,30.03,24.95,3.82,18.85,14.758448600769045,15.04978847503662,17.88059425354004,21.38,11.11
2008-10-02,26.02,17.55,6.44,5.130893230438232,5.454,9.09559726715088,8.67811393737793,18.55,5.120815753936768,3.3983852863311768,3.159306764602661,6.751,1.222,1.9649702310562132,8.025864601135254,11.476325988769531,20.86,11.590531349182127,9.695,11.202950477600098,454.7698059082031,19.48512077331543,16.499099731445312,12.039572715759276,2.227796792984009,7.57708740234375,3.589937925338745,1.588,2.4584343433380127,6.55,15.45,37.03,54.25,17.59984016418457,13.10047435760498,23.549999237060547,101.39826965332033,6.0,9.74230670928955,6.33,33.93,25.75,28.15,24.18,3.6,17.78,13.337233543395996,13.671239852905272,15.993772506713867,19.21,10.15
2008-10-03,25.19,17.39,4.84,4.4284491539001465,5.174,9.17235279083252,8.12237548828125,18.98,4.833423137664795,3.186444044113159,3.0924463272094727,7.038,1.181,1.9954348802566528,8.187889099121094,10.868945121765137,19.24,11.782544136047363,9.507,11.090404510498049,409.9894714355469,19.48512077331543,15.915331840515137,11.377108573913574,2.08438777923584,7.039115905761719,3.1730427742004395,1.518,2.5731201171875,6.82,15.0,36.73,51.96,17.28313636779785,12.67128562927246,23.5,104.31459045410156,5.91,9.402548789978027,6.57,33.11,22.99,28.06,24.69,3.57,15.98,12.66819667816162,13.06193733215332,16.087135314941406,18.94,10.45
2008-10-06,24.38,16.85,4.1,4.336826324462891,4.839,8.324200630187988,7.536709308624268,18.08,4.666213035583496,3.1689040660858154,2.960385799407959,6.065,1.113,1.7821828126907349,7.990351676940918,11.124685287475586,18.4,11.237054824829102,9.439,10.259270668029783,401.3650817871094,19.48512077331543,15.251684188842772,10.8490571975708,1.9953738451004028,6.705728530883789,2.90283203125,1.338,2.312026023864746,6.4,13.8,31.5,48.29,16.808073043823242,12.262537002563477,23.0,83.00300598144531,5.6,8.609785079956055,6.57,31.16,22.75,26.52,23.47,3.31,15.56,11.084672927856444,11.614840507507324,14.8636474609375,17.65,9.84
2008-10-07,24.03,16.24,3.56,4.294071197509766,4.798,7.7139892578125,7.096391201019287,16.85,4.42584753036499,3.171828031539917,2.95036244392395,5.998,1.06,1.7745665311813354,7.770616054534912,9.59024715423584,15.76,10.818120956420898,9.073,10.302557945251465,387.1017456054688,19.48512077331543,13.918232917785645,9.744949340820312,1.916251540184021,6.491037845611572,3.0495171546936035,1.272,2.2876245975494385,6.27,13.61,27.15,48.33,15.81271266937256,11.567655563354492,21.5,75.15137481689453,5.0,7.930273532867432,6.47,28.89,22.12,25.96,21.7,3.36,15.28,10.296867370605469,10.99792194366455,14.259273529052734,17.0,9.35
2008-10-08,23.03,15.56,3.3,4.550612926483154,4.791,7.33020544052124,6.797146320343018,15.21,4.12800407409668,3.1425936222076416,2.5909619331359863,4.965,0.988,1.8766233921051023,6.847286701202393,8.452202796936035,15.74,10.25517749786377,8.639,9.523370742797852,400.3699951171875,19.48512077331543,12.738407135009766,9.149690628051758,1.8791617155075075,6.314244270324707,3.0031957626342773,1.194,2.074112892150879,6.06,11.75,23.8,45.68,15.07071304321289,10.913655281066896,21.01000022888184,71.78638458251953,4.45,7.822288990020752,5.95,27.7,19.1,25.34,21.61,3.42,15.08,9.263619422912598,10.091586112976074,14.249448776245115,16.89,9.7
2008-10-09,21.7,14.56,2.99,4.794942378997803,4.436,6.9464263916015625,6.262776851654053,13.39,3.8928651809692383,3.062202453613281,2.524100542068481,4.915,0.954,1.900994896888733,6.525454998016357,7.30137300491333,15.04,10.429732322692873,8.733,9.220355987548828,332.7018127441406,19.48512077331543,12.295975685119627,8.410419464111328,1.748115062713623,5.998530387878418,2.624901294708252,1.116,2.14731764793396,5.98,11.65,22.71,44.85,14.043683052062988,10.578478813171388,22.0,69.76738739013672,4.54,7.637925148010254,5.95,25.38,18.1,23.0,20.09,3.36,13.92,9.50114917755127,10.167747497558594,13.728605270385742,16.05,10.72
2008-10-10,21.18,15.05,2.97,4.520072937011719,4.176,6.969453811645508,5.9849066734313965,13.83,3.71520471572876,2.9233429431915283,2.457240104675293,4.593,0.899,1.7349622249603271,6.385621547698975,6.968912124633789,15.09,9.818787574768066,8.401,8.276677131652832,285.2677307128906,19.48512077331543,11.9580078125,8.314410209655762,1.6813558340072632,5.781316757202148,2.238886594772339,1.013,1.9325851202011108,5.88,11.49,22.03,42.4,13.618390083312988,9.81002712249756,21.600000381469727,76.27303314208984,4.4,7.242861747741699,5.78,24.31,16.65,21.52,19.05,3.17,13.16,9.853480339050291,10.281989097595217,13.905491828918455,15.87,10.78
2008-10-13,23.55,16.5,3.38,5.28359842300415,5.113,8.021011352539062,7.22463321685791,16.08,4.504227161407471,3.3603832721710205,2.7405710220336914,5.448,1.05,1.865960955619812,7.171341896057129,7.416455745697021,18.45,10.735207557678224,9.192,9.246330261230469,345.9700622558594,19.48512077331543,12.93504810333252,9.092085838317873,2.104166984558105,7.132566928863525,2.848789691925049,1.194,2.3425278663635254,6.14,14.0,26.47,46.56,15.206438064575195,10.995408058166504,24.0,87.48965454101562,4.92,8.428054809570312,6.07,26.71,19.3,22.62,20.92,3.56,16.16,11.203434944152832,11.614840507507324,15.723526000976562,17.98,12.42
2008-10-14,23.53,16.85,3.92,5.00872802734375,5.386,8.055551528930664,7.690606594085693,15.91,4.556480884552002,3.3837695121765137,2.8667781352996826,5.49,1.113,1.882716178894043,7.277878761291504,8.183674812316895,17.75,11.10614013671875,9.558,9.384849548339844,380.4675903320313,19.48512077331543,12.99649429321289,8.784854888916016,2.1511473655700684,7.402811527252197,3.0263566970825195,1.231,2.4401323795318604,5.99,14.5,29.02,48.09,15.382891654968262,11.158905029296877,25.049999237060547,85.24633026123047,5.59,8.032991409301758,6.1,26.3,22.0,22.06,20.53,3.45,16.45,11.59931755065918,11.957573890686035,15.47293472290039,18.11,13.53
2008-10-15,20.44,15.22,3.89,4.214661598205566,4.948,6.524268627166748,6.886916160583496,16.29,4.3683695793151855,3.2288331985473637,2.641946315765381,5.067,1.032,1.6420453786849976,6.880581378936768,6.71317195892334,14.39,10.573741912841797,9.133,8.484458923339844,298.5360412597656,19.48512077331543,11.079282760620115,7.104692459106445,1.9286144971847532,6.589540481567383,2.346970558166504,1.108,2.230281352996826,5.88,13.33,26.56,45.68,13.251914024353027,9.81002712249756,25.0,71.56204986572266,5.26,6.658164024353027,5.85,23.87,20.3,23.23,20.51,3.09,14.39,10.094968795776367,10.221059799194336,12.598477363586426,15.37,12.68
2008-10-16,22.01,15.43,3.69,4.092498302459717,4.743,6.524268627166748,6.5620222091674805,17.18,4.650536060333252,3.17913556098938,2.7455880641937256,5.312,1.048,1.6298593282699585,7.09809684753418,6.904977321624756,16.22,10.473371505737305,9.218,8.674927711486816,309.4823608398437,19.48512077331543,11.288213729858398,8.832859992980957,1.7901496887207031,6.187952995300293,2.3855717182159424,1.132,2.4023115634918213,6.25,12.9,28.64,47.3,12.102721214294434,9.0742769241333,24.75,76.27303314208984,5.11,7.809120178222656,5.61,24.83,20.1,26.52,22.56,3.6,13.51,10.094968795776367,10.377193450927734,12.284005165100098,15.06,12.93
2008-10-17,22.21,16.25,3.32,3.970334529876709,4.511,6.716158866882324,6.450874328613281,15.91,4.535579681396484,3.1221306324005127,2.75060510635376,5.321,1.06,1.5232330560684204,6.771823406219482,6.911371231079102,17.17,10.211538314819336,8.894,8.579691886901855,319.7652282714844,19.48512077331543,11.312789916992188,9.495325088500977,1.6937191486358645,5.824252128601074,2.1616830825805664,1.054,2.2742044925689697,5.93,13.1,27.49,50.42,12.40585231781006,9.397188186645508,23.75,81.88134765625,4.86,7.84335994720459,5.49,23.59,17.36,25.66,22.29,3.36,13.11,10.130599975585938,10.47239875793457,12.451265335083008,15.57,12.7
2008-10-20,22.44,17.59,3.45,4.031415939331055,4.866,7.560475349426269,7.096391201019287,16.33,4.87522554397583,3.215677261352539,2.8801465034484863,5.592,1.139,1.7349622249603271,6.998217105865479,7.704163074493408,18.92,10.429732322692873,9.244,9.15975284576416,375.82366943359375,19.48512077331543,12.781423568725586,9.437719345092772,1.7728416919708252,6.24099063873291,2.377851963043213,1.178,2.56213927268982,6.27,13.79,29.72,50.69,13.867228507995604,10.378191947937012,24.700000762939453,90.181640625,5.3,8.428054809570312,5.72,26.03,19.05,25.69,22.75,3.47,14.18,10.58982276916504,11.424436569213867,14.106493949890137,17.55,13.77
2008-10-21,21.52,16.99,3.26,3.793196439743042,4.798,7.79074239730835,7.010890960693359,16.17,4.744592666625977,3.25952696800232,2.900214910507202,5.405,1.118,1.7745665311813354,6.8273115158081055,7.927936553955078,18.44,10.25517749786377,9.039,9.306929588317873,403.68701171875,19.48512077331543,12.228382110595703,9.965770721435549,1.733280897140503,6.13744068145752,2.624901294708252,1.194,2.424272060394287,6.06,13.46,29.9,50.07,13.731497764587402,10.218777656555176,24.25,100.94959259033205,5.28,7.938175201416016,5.59,26.4,19.5,24.94,22.28,3.28,14.43,10.807554244995115,11.279725074768066,14.249781608581545,17.77,12.16
2008-10-22,17.7,15.05,2.82,3.359513521194458,4.258,7.099937915802002,5.933609962463379,13.11,4.3161163330078125,2.8648760318756104,2.699620485305786,4.839,1.019,1.6070107221603394,6.436672210693359,6.559728622436523,15.63,9.382397651672363,8.316,8.6229829788208,322.7506408691406,19.48512077331543,10.98710823059082,8.448822975158691,1.533000946044922,5.392360210418701,2.4473345279693604,1.009,2.257122039794922,5.93,12.1,28.64,47.21,12.64564609527588,9.483025550842283,20.51000022888184,89.73297882080078,4.65,6.966313362121582,5.35,24.02,17.7,22.62,19.81,2.68,12.49,9.497186660766602,9.825013160705566,13.439464569091797,16.23,9.73
2008-10-23,17.36,15.19,2.54,2.96858811378479,4.08,6.827453136444092,5.59588623046875,14.13,4.519903659820557,2.807871103286743,2.5909619331359863,4.61,1.002,1.5384657382965088,6.287964344024658,6.016279697418213,15.53,8.928550720214844,8.103,8.761503219604492,306.165283203125,19.48512077331543,10.520094871520996,7.824761390686035,1.38464617729187,4.947839736938477,2.485935926437378,1.063,2.171719074249268,6.11,12.43,28.34,45.18,12.215828895568848,9.278651237487791,20.01000022888184,91.30330657958984,4.48,6.8477935791015625,5.35,22.97,17.0,22.02,19.13,2.56,11.26,8.867738723754883,9.64222240447998,12.673612594604492,15.7,8.85
2008-10-24,16.9,14.74,2.18,2.7486932277679443,3.786,6.547294616699219,5.450538158416748,13.68,3.992145776748657,2.4848415851593018,2.48565936088562,4.255,0.952,1.3404453992843628,6.281305313110352,5.3257832527160645,13.78,8.684171676635742,7.856,8.276677131652832,265.3653564453125,19.48512077331543,9.696675300598145,7.29671049118042,1.2634888887405396,4.419968128204346,2.316089630126953,0.911,2.0179901123046875,6.03,11.36,26.56,42.63,10.971624374389648,8.338522911071777,19.299999237060547,85.24633026123047,4.26,6.3105058670043945,4.87,21.15,16.7,21.06,18.32,2.52,10.28,8.543115615844727,9.101466178894045,12.051048278808594,14.83,7.63
