,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP4,GGBR4,GOAU4,PTIP4,ITSA4,ITUB4,PCAR4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,UBBR11,USIM5,VALE3,VALE5
2005-12-16,25.16,14.14,8.51,4.196,5.756706714630127,6.063278198242188,28.92,17.2,9.137735366821287,3.35,2.538239002227783,7955.76708984375,0.761,60.0,8.093819618225098,6.758,19.47,15.577749252319336,23.5,3.34,7.885444164276123,8.67579460144043,13.25,1.981272578239441,5.768693447113037,56.73,76.52,9.116626739501951,6.806202411651611,3.639273166656494,6.33,4.162710666656494,,3.51,24.03,27.16,35.27,24.12,38.09,35.7,11.853957176208496,9.19,5.02,13.07,8.86992359161377,11.70853042602539,13.52
2005-12-19,24.41,13.98,8.51,4.114,5.69338321685791,5.899404525756836,28.53,17.03,8.934988975524902,3.32,2.531883955001831,7902.072265625,0.749,57.8,8.061614990234375,6.818,19.28,15.6624116897583,23.8,3.26,7.6981916427612305,8.494292259216309,13.21,1.9301254749298096,5.697969913482666,58.59,77.39,9.071385383605955,6.804327011108398,3.624497652053833,6.33,4.117398738861084,,3.59,24.12,26.35,35.33,24.4,38.11,35.35,11.708413124084473,8.95,4.95,12.97,8.86992359161377,11.696338653564451,13.47
2005-12-20,24.49,14.26,8.37,4.128,5.612789154052734,5.949283599853516,26.99,16.33,8.793538093566895,3.32,2.577430248260498,8313.7294921875,0.761,57.0,8.072351455688477,6.758,19.47,15.493085861206056,23.4,3.4,7.781414031982422,8.50155258178711,13.19,1.9274325370788572,5.59188985824585,57.28,77.55,9.082695960998535,6.806202411651611,3.640569448471069,6.27,4.146466255187988,,3.59,23.81,26.1,35.36,24.31,38.43,36.54,11.698711395263672,8.82,4.91,13.05,8.960598945617676,11.55607795715332,13.53
2005-12-21,24.59,14.51,8.48,4.299,5.641573905944824,6.027658462524414,25.05,15.95,8.864265441894531,3.34,2.5827267169952397,8349.5283203125,0.757,58.0,8.265570640563965,7.022,19.67,15.36608600616455,23.09,3.43,7.908330917358398,8.70301628112793,13.04,1.981272578239441,5.687867641448975,57.66,78.08,9.193540573120115,6.901826858520508,3.6174991130828857,6.47,4.266157150268555,,3.67,23.74,26.41,35.81,24.43,38.37,36.54,11.967164993286133,8.93,4.91,13.6,9.22438907623291,11.732924461364746,13.62
2005-12-22,24.62,14.54,8.56,4.299,5.651167392730713,6.02053165435791,24.1,15.6,8.807683944702148,3.31,2.627213716506958,8421.123046875,0.762,58.3,8.347153663635254,7.175,19.67,15.31529712677002,22.9,3.49,8.006117820739746,8.79922103881836,13.22,2.0081918239593506,5.758588790893555,59.41,78.69,9.252359390258787,6.918703079223633,3.61775803565979,6.38,4.266157150268555,,3.55,23.53,26.33,35.69,24.09,38.48,37.29,11.815145492553713,8.85,4.95,13.98,9.118873596191406,11.76951503753662,13.61
2005-12-23,24.63,14.61,8.43,4.279,5.631979465484619,6.070404052734375,24.06,15.52,8.74638843536377,3.31,2.630391359329224,8287.7783203125,0.749,58.5,8.22263240814209,7.005,19.85,15.408419609069824,23.1,3.45,8.031089782714844,8.80284309387207,13.21,1.9920401573181152,5.758588790893555,59.41,79.13,9.18449592590332,6.871827602386475,3.640569448471069,6.28,4.2747087478637695,,3.59,24.32,25.88,35.49,23.77,38.13,36.95,11.967164993286133,8.79,5.02,13.74,9.183173179626465,11.659744262695312,13.5
2005-12-26,25.23,14.42,8.58,4.148,5.650208950042725,6.053305625915527,24.1,15.22,8.958564758300781,3.3,2.6127378940582275,8380.8486328125,0.76,58.5,8.190428733825684,6.979,19.47,15.323758125305176,23.15,3.47,7.968667507171631,8.712096214294434,13.52,1.9920401573181152,5.623212814331055,59.63,79.13,9.18449592590332,6.851203918457031,3.647569179534912,6.3,4.312324523925781,,3.51,24.38,25.92,35.06,23.84,38.41,36.7,11.999506950378418,8.71,4.98,13.57,9.275498390197754,11.568276405334473,13.48
2005-12-27,25.34,14.83,8.45,4.183,5.679951190948486,6.057582855224609,24.06,15.32,9.01986026763916,3.28,2.6282730102539062,8252.8759765625,0.753,58.7,8.201166152954102,6.979,19.57,15.323758125305176,23.2,3.51,8.072693824768066,8.801032066345215,13.88,1.9758883714675903,5.667660236358643,60.82,78.7,9.10531520843506,6.806202411651611,3.686711311340332,6.42,4.282402515411377,,3.55,24.53,26.72,34.99,23.69,38.3,36.19,11.938055038452148,8.99,5.09,13.89,9.381011962890623,11.620720863342283,13.42
2005-12-28,25.05,14.8,8.57,4.073,5.607993125915527,6.013404369354248,23.14,15.14,8.94913387298584,3.33,2.648045063018799,8126.693359375,0.749,59.25,8.115287780761719,6.971,19.48,15.15443515777588,22.98,3.35,7.968667507171631,8.557817459106445,13.98,1.9920401573181152,5.64745569229126,60.82,80.14,9.218428611755373,6.918703079223633,3.6532721519470215,6.43,4.255898475646973,,3.52,24.84,27.39,33.73,23.29,37.64,35.44,12.048023223876951,9.08,5.09,13.55,9.166683197021484,11.671942710876465,13.53
2005-12-29,25.67,14.77,8.57,4.053,5.689545154571533,6.013404369354248,22.89,15.03,8.958564758300781,3.36,2.6127378940582275,8501.6630859375,0.761,60.0,8.15822696685791,7.081,19.47,15.239099502563477,22.95,3.41,8.176730155944824,8.80284309387207,14.23,1.9920401573181152,5.687867641448975,60.73,82.25,9.342848777770996,6.976827621459961,3.61775803565979,6.52,4.300356388092041,,3.51,25.74,27.65,33.98,23.56,38.43,36.11,12.12564754486084,9.13,5.12,13.32,9.166683197021484,11.647550582885742,13.58
