,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,MMXM3,NATU3,NETC4,OGXP3,PCAR5,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,ALLL11
2009-09-16,38.31,24.91,4.04,7.461988925933838,6.527,12.28097438812256,12.710927963256836,5.800107955932617,4.79691743850708,2.8949878215789795,10.871,1.435,3.07102370262146,7.751531600952148,15.881443977355955,13.218595504760742,11.346,9.17707061767578,663.6705322265625,16.530487060546875,18.673093795776367,18.001752853393555,2.864840030670166,9.429439544677734,6.687234401702881,2.319,3.9323151111602783,1226.7470703125,11.17,19.36,1168.0,48.16,18.904451370239254,14.373437881469728,26.399999618530277,311.18389892578125,6.2,14.856771469116213,9.3,23.05,28.93,4.44,18.934646606445312,18.8697452545166,20.18243789672852,24.21,13.29
2009-09-17,38.31,24.96,3.96,7.492823123931885,6.541,12.304001808166504,12.86302661895752,5.753079891204834,4.849276065826416,2.887672185897827,10.955,1.435,3.0451149940490723,7.792303562164307,15.344389915466309,13.246231079101562,11.405,9.151094436645508,651.536376953125,16.703763961791992,18.792150497436523,17.809734344482422,2.8535616397857666,9.432211875915527,6.741349697113037,2.282,3.914889097213745,1186.484619140625,11.21,19.55,1180.0,48.87,18.92751121520996,14.352514266967772,27.440000534057617,304.3195495605469,6.04,14.785572052001951,9.49,22.7,29.05,4.44,18.65104103088379,18.77738380432129,19.93172836303711,23.97,12.78
2009-09-18,38.58,25.07,3.92,7.628494262695312,6.568,12.369245529174805,12.954285621643066,5.695600986480713,4.759960174560547,2.869913339614868,11.099,1.458,3.039016962051392,7.725150108337402,15.031110763549805,13.218595504760742,11.286,9.0731782913208,641.424560546875,16.82158851623535,19.04906463623047,18.04975700378418,2.864840030670166,9.487781524658203,6.841851711273193,2.306,3.9335567951202393,1212.9068603515625,11.28,19.6,1219.949951171875,49.14,18.94595718383789,14.498970985412598,28.5,312.32794189453125,6.21,15.053949356079102,9.56,22.76,29.49,4.44,18.563457489013672,18.87375831604004,20.05207252502441,24.29,12.91
2009-09-21,38.31,25.2,3.96,7.628494262695312,6.507,12.411462783813477,12.81956386566162,5.821009159088135,4.679881572723389,2.843794584274292,10.871,1.452,3.0481624603271484,7.782711982727051,15.242095947265623,12.827101707458496,11.218,8.97794246673584,637.3798217773438,16.981000900268555,19.143047332763672,17.85774040222168,2.864840030670166,9.418316841125488,6.725887298583984,2.314,3.877542972564697,1251.9111328125,11.25,19.51,1230.0,49.15,18.97362327575684,14.478045463562012,28.84000015258789,320.565185546875,,15.023825645446776,9.73,22.45,29.93,4.44,19.14318084716797,18.897855758666992,20.39805221557617,24.71,12.93
2009-09-22,38.62,25.02,4.02,7.560661315917969,6.541,12.756864547729492,13.071194648742676,5.930740833282471,4.627523422241211,2.818720817565918,10.896,1.444,3.154847860336304,7.732345104217529,15.715214729309082,12.854738235473633,11.261,9.436796188354492,638.0540161132812,17.119625091552734,19.425029754638672,17.85774040222168,2.876118898391724,9.459989547729492,6.9578142166137695,2.319,3.821525812149048,1333.6942138671875,11.27,19.5,1265.0,49.12,19.056623458862305,14.574289321899414,28.61000061035156,347.1073608398437,,14.993701934814451,9.71,22.21,30.2,4.39,19.46014404296875,19.122732162475582,20.944602966308597,25.35,12.92
2009-09-23,37.88,25.0,4.02,7.585324287414551,6.418,12.549617767333984,12.795692443847656,5.847135543823242,4.596724510192871,2.8051323890686035,10.752,1.421,3.0329220294952397,7.612427711486816,15.088651657104492,12.79025650024414,11.193,9.583974838256836,609.0668334960938,16.6760311126709,18.77334976196289,17.185672760009766,2.8338212966918945,9.304410934448242,6.973275184631348,2.257,3.683352470397949,1288.3990478515625,11.19,19.32,1295.0,48.24,18.65547180175781,14.335776329040527,27.399999618530277,330.8617248535156,,14.692461013793944,9.56,21.61,30.16,4.23,18.9179630279541,18.833606719970703,20.73903083801269,25.03,12.93
2009-09-24,37.7,24.95,3.96,7.81350040435791,6.377,12.28097438812256,12.725716590881348,5.883712768554688,4.575165748596191,2.774842977523804,10.684,1.432,2.9887232780456543,7.61002779006958,14.70504093170166,12.615234375,11.048,9.350221633911133,598.9550170898438,16.46116828918457,18.76708030700684,17.262481689453125,2.808444023132324,9.209954261779783,7.066047668457031,2.261,3.715717315673828,1299.7227783203125,11.25,19.7,1272.010009765625,48.97,18.281991958618164,14.143295288085938,27.850000381469727,320.7939758300781,,14.487069129943848,9.49,21.49,29.93,4.3,18.8929386138916,18.71714782714844,20.377992630004883,24.75,13.24
2009-09-25,36.79,24.69,4.02,7.893673419952393,6.418,12.16584014892578,12.90939235687256,5.888937950134277,4.522808074951172,2.81140398979187,10.71,1.446,2.9719583988189697,7.76832103729248,15.18455410003662,12.555360794067385,10.963,9.107808113098145,603.3367919921875,16.398794174194336,18.648033142089844,17.84813690185547,2.8225436210632324,9.25995922088623,7.09697151184082,2.319,3.790405750274658,1302.2392578125,11.31,20.02,1285.0,48.77,18.328102111816406,14.273008346557615,28.15999984741211,333.83624267578125,,14.435033798217772,9.49,21.6,29.66,4.23,19.08061981201172,18.833606719970703,20.403064727783203,24.86,13.32
2009-09-28,37.45,25.01,4.04,8.263689994812012,6.541,12.327028274536133,13.11929988861084,5.925516605377197,4.490468978881836,2.8082680702209477,10.617,1.435,2.991771697998047,7.7035627365112305,15.210126876831056,12.527729034423828,10.971,9.203041076660156,623.5604248046875,16.669105529785156,18.77334976196289,17.809734344482422,2.8902180194854736,9.465547561645508,7.112432479858398,2.314,3.7854273319244394,1307.27197265625,11.36,20.27,1330.0,49.15,18.81224250793457,14.599397659301758,28.26000022888184,338.4125061035156,,14.8430814743042,9.65,21.6,30.24,4.25,19.08061981201172,18.93800926208496,20.74403953552246,25.22,13.62
2009-09-29,37.62,24.91,3.99,8.232852935791016,6.719,12.25027561187744,13.368563652038574,5.878487586975098,4.6059651374816895,2.81976580619812,10.566,1.436,2.9765305519104004,7.720354080200195,14.768978118896484,12.467852592468262,10.929,8.97794246673584,609.0668334960938,16.454242706298828,18.60416030883789,17.598512649536133,2.960709571838379,9.779496192932127,7.112432479858398,2.335,3.838951349258423,1327.4031982421875,11.34,20.42,1325.0,48.84,18.8306884765625,14.549179077148438,27.59000015258789,334.0650634765625,,14.651381492614746,9.57,21.39,29.68,4.21,19.09729766845703,18.841630935668945,20.55850601196289,25.02,13.65
2009-09-30,38.92,25.31,3.96,8.05401611328125,6.862,12.511244773864746,13.657190322875977,5.883712768554688,4.667561531066895,2.820810556411743,10.515,1.45,2.9811031818389893,7.660394191741943,14.737009048461914,12.711956977844238,11.116,8.874052047729492,599.6292114257812,16.46116828918457,18.5790958404541,17.627317428588867,3.022744655609131,9.918404579162598,7.127895355224609,2.413,3.866340398788452,1371.4403076171875,11.51,20.61,1354.989990234375,49.25,18.83529663085937,14.645418167114258,27.25,326.056640625,,14.892375946044922,9.52,21.16,29.36,4.28,18.89711570739746,18.75730323791504,20.653778076171875,25.06,13.44
2009-10-01,38.76,25.78,3.78,7.943009376525879,6.808,12.0123291015625,13.40354824066162,5.753079891204834,4.712221145629883,2.7894654273986816,10.49,1.436,2.9369051456451416,7.617222309112549,14.225528717041016,12.40337085723877,10.869,8.64895248413086,573.0014038085938,16.01759147644043,18.171794891357425,17.089664459228516,3.011465787887573,9.960082054138184,7.081509113311768,2.355,3.746838808059693,1421.7684326171875,11.54,21.25,1390.0,49.25,18.529483795166016,14.329781532287598,26.899999618530277,304.3195495605469,,14.492541313171388,9.54,21.16,28.56,4.21,18.51758575439453,18.40793800354004,20.082149505615234,24.41,13.06
2009-10-02,40.59,25.97,3.88,7.943009376525879,6.897,12.28097438812256,13.259238243103027,5.700827121734619,4.9047136306762695,2.7737979888916016,10.507,1.446,2.955193519592285,7.732345104217529,14.896846771240234,12.619842529296877,11.014,8.7874755859375,599.96630859375,16.53741455078125,18.64176177978516,17.608116149902344,3.019923686981201,10.001753807067873,7.297974586486816,2.372,3.821525812149048,1428.0594482421875,11.65,21.41,1540.0,49.64,18.450714111328125,14.376075744628906,27.5,299.74334716796875,,14.665074348449709,9.64,21.9,28.77,4.32,18.66355323791504,18.59265899658203,20.53844451904297,25.05,13.25
2009-10-05,41.41,26.36,3.98,8.15884780883789,7.136,12.499731063842772,13.491011619567873,5.935965061187744,5.066406726837158,2.814540386199951,10.845,1.482,3.1091253757476807,7.888238906860352,15.024718284606934,12.896188735961914,11.227,8.804792404174805,603.3367919921875,17.188934326171875,19.493953704833984,17.64651870727539,3.079138994216919,10.19623565673828,7.576285362243652,2.479,4.076709270477295,1472.0965576171875,11.81,21.68,1560.02001953125,50.52,18.52021789550781,14.498124122619627,28.68000030517578,305.4635925292969,,15.059429168701172,10.02,22.21,28.57,4.48,18.8929386138916,18.87375831604004,20.80921936035156,25.46,13.48
2009-10-06,41.01,27.13,3.98,8.171186447143555,7.026,12.588000297546388,13.316082954406738,6.249485015869141,5.115684509277344,2.827082633972168,10.71,1.477,3.1853291988372803,7.845067977905273,15.47865390777588,12.845525741577148,11.227,8.882707595825195,612.100341796875,17.535478591918945,19.901256561279297,17.425697326660156,3.056580781936645,10.057327270507812,7.421669960021973,2.536,4.219862461090088,1531.2320556640625,11.87,21.91,1520.5,51.71,18.68239402770996,14.51496410369873,29.5,302.7178649902344,,15.245650291442873,10.1,22.12,29.4,4.52,18.726118087768555,18.793445587158203,20.9997673034668,25.51,13.6
2009-10-07,40.49,26.73,3.96,8.19585132598877,6.746,12.856645584106444,12.9881010055542,6.207683086395264,5.126466274261475,2.810359239578247,10.845,1.488,3.086265087127685,7.866652488708496,15.664066314697266,12.979093551635742,11.227,8.640296936035156,612.4374389648438,17.639448165893555,20.114295959472656,17.118467330932617,2.9804487228393555,9.73781967163086,7.413938999176025,2.536,4.2011895179748535,1547.588623046875,11.81,21.85,1575.010009765625,51.94,18.765792846679688,14.586506843566896,28.709999084472656,305.9212341308594,,15.26756191253662,10.04,21.81,28.69,4.62,18.78867530822754,19.074542999267575,21.506202697753903,26.03,13.52
2009-10-08,43.42,27.18,4.04,8.479531288146973,6.924,13.46685791015625,13.228625297546388,6.348766326904297,5.15880298614502,2.8166301250457764,10.845,1.512,3.110649585723877,7.878645896911621,15.983742713928224,12.965275764465332,11.21,8.709558486938477,626.9310302734375,17.95134735107422,20.283483505249023,16.379194259643555,2.994546413421631,9.90451431274414,7.576285362243652,2.536,4.260939598083496,1585.334716796875,11.83,22.5,1679.989990234375,51.99,19.2523136138916,14.918974876403809,28.459999084472656,311.18389892578125,,15.582496643066406,10.24,21.34,29.19,4.8,19.18488502502441,19.63673973083496,21.812074661254883,26.44,13.54
2009-10-09,41.89,27.39,4.04,8.541200637817383,6.992,13.64339542388916,13.504133224487305,6.448047637939453,5.183441638946533,2.852156162261963,10.82,1.521,3.1197943687438965,7.93860387802124,15.887842178344728,12.942246437072754,11.227,8.683586120605469,617.8303833007812,17.958271026611328,20.490270614624023,16.984054565429688,3.022744655609131,10.001753807067873,7.723174095153809,2.495,4.219862461090088,1610.498779296875,11.81,22.2,1690.0,52.1,19.275484085083008,14.998934745788574,28.8799991607666,304.3195495605469,,15.555110931396484,10.4,22.07,29.55,4.73,19.62697029113769,19.953981399536133,21.92239189147949,26.57,13.57
2009-10-13,42.46,27.59,4.06,8.51036548614502,7.061,14.134636878967283,13.731527328491213,6.646611213684082,5.11260461807251,2.892897367477417,11.082,1.525,3.1777093410491943,8.048930168151855,16.936372756958008,13.002120971679688,11.193,8.735528945922852,672.4340209960938,18.679100036621094,21.12314987182617,16.993656158447266,3.039662599563598,10.029541015625,7.715443134307861,2.557,4.262182712554932,1691.023681640625,11.92,22.35,1623.0,53.04,19.38205337524414,15.074681282043455,29.09000015258789,320.3363647460937,,15.798847198486328,10.4,21.9,29.29,4.8,20.01901054382324,20.182876586914062,21.711793899536133,26.47,13.36
2009-10-14,42.85,27.92,4.06,8.485695838928223,7.245,14.541441917419434,14.168843269348145,6.714538097381592,5.067946910858154,2.9775166511535645,10.896,1.526,3.086265087127685,8.116084098815918,17.83785629272461,13.13568878173828,11.32,8.891365051269531,696.7023315429688,19.857372283935547,22.48917007446289,18.04975700378418,3.1327128410339355,10.307368278503418,7.699981689453125,2.557,4.259694576263428,1659.568603515625,12.18,23.35,1545.0,54.41,19.669330596923828,15.213562965393066,29.450000762939453,322.62451171875,,16.59576988220215,10.6,23.1,29.64,4.76,20.85730361938477,21.20285987854004,22.71464157104492,27.68,13.36
2009-10-15,42.66,28.12,4.02,8.615202903747559,7.238,14.480040550231934,14.015780448913574,6.636159420013428,5.329737186431885,2.9879679679870605,10.989,1.532,3.103029489517212,8.152058601379395,17.454246520996094,13.213988304138184,11.346,8.726871490478516,688.6129760742188,20.702959060668945,23.55441093444824,18.52980232238769,3.1157946586608887,10.265691757202148,7.723174095153809,2.594,4.232310771942139,1613.01513671875,12.27,23.62,1570.0,54.32,19.947343826293945,15.402942657470703,30.01000022888184,325.3702392578125,,16.924400329589844,10.39,23.46,29.93,4.77,21.228492736816406,21.36349105834961,22.96034049987793,27.89,13.54
2009-10-16,42.17,27.85,3.99,8.485695838928223,7.136,14.295823097229004,13.661566734313965,6.5107502937316895,5.451391696929932,3.011998176574707,11.099,1.513,3.154847860336304,8.195231437683105,17.63965606689453,12.942246437072754,11.244,8.700898170471191,689.961181640625,19.9682731628418,22.808738708496094,18.472198486328125,3.1101574897766118,10.16845417022705,7.877792358398437,2.536,4.126499652862549,1596.6585693359375,12.22,23.33,1560.0,54.17,19.831504821777344,15.31877899169922,31.0,320.3363647460937,,16.636850357055664,10.6,23.64,29.94,4.8,20.86564826965332,21.04223251342773,22.93602752685547,27.85,13.39
2009-10-19,42.07,28.57,4.04,8.356195449829102,7.197,14.886847496032717,13.727163314819336,6.6048078536987305,5.48219108581543,3.0391616821289062,11.099,1.544,3.1319868564605717,8.195231437683105,17.262439727783203,12.956066131591797,11.261,8.7874755859375,702.7694091796875,20.65444564819336,23.498016357421875,17.95374870300293,3.1270735263824463,10.285138130187988,7.777288913726807,2.536,4.116541385650635,1618.0479736328125,12.13,23.1,1550.0,54.52,20.37826156616211,15.72278881072998,31.049999237060547,317.8194274902344,,17.239334106445312,10.37,23.38,29.93,4.84,21.68726348876953,21.765060424804688,23.625377655029297,28.72,13.4
2009-10-20,40.34,28.05,3.96,7.653165817260742,7.006,14.284309387207031,13.307332992553713,6.270387172698975,5.1742024421691895,3.288179874420166,10.727,1.516,3.039016962051392,7.893035888671875,16.188335418701172,12.711956977844238,10.997,8.683586120605469,674.1193237304688,20.224720001220703,22.85260391235352,17.473703384399414,3.0453014373779297,10.08509922027588,7.653595924377441,2.458,3.9833505153656006,1566.461669921875,11.98,21.91,1435.0,54.18,20.016845703125,15.360857963562012,29.399999618530277,302.4890441894531,,16.7874698638916,9.94,22.53,29.05,4.66,20.60289764404297,21.765060424804688,23.19960594177246,28.08,13.05
2009-10-21,41.02,27.82,3.94,7.714833736419678,7.006,14.199877738952637,13.316082954406738,6.4741740226745605,5.120306491851807,2.969165563583374,10.448,1.492,2.9978678226470947,7.893035888671875,15.862265586853027,12.435608863830566,10.861,8.6229829788208,684.2311401367188,20.342544555664062,22.858869552612305,17.195274353027344,3.022744655609131,10.001753807067873,7.66905927658081,2.438,4.03189754486084,1648.2447509765625,12.03,22.5,1411.0,54.62,19.92417526245117,15.44503116607666,29.209999084472656,300.8873596191406,,17.389957427978516,10.0,22.73,28.93,4.76,20.644603729248047,20.9659366607666,23.3719425201416,28.28,12.82
2009-10-22,40.88,28.56,3.92,7.85667085647583,7.197,14.51841926574707,13.578469276428224,6.547328472137451,5.097205638885498,3.2778313159942627,10.473,1.502,3.0039634704589844,7.80909252166748,16.111610412597656,12.509305000305176,10.903,8.865394592285156,674.1193237304688,20.585132598876957,23.278711318969727,17.867340087890625,3.090417623519897,10.19623565673828,7.792752265930176,2.417,3.977125883102417,1626.8553466796875,11.71,22.59,1440.0,55.36,19.99831771850586,15.571281433105469,29.09000015258789,296.3111267089844,,17.48580551147461,10.12,23.73,29.45,4.62,20.598726272583008,20.9659366607666,23.78250503540039,28.93,12.61
2009-10-23,39.88,28.33,3.84,7.554490089416504,7.102,14.084745407104492,13.294212341308594,6.353991508483887,5.097205638885498,2.914836168289185,10.321,1.471,2.926236152648926,7.79470157623291,15.5361967086792,12.260591506958008,10.759,8.709558486938477,665.69287109375,19.9682731628418,22.30744743347168,18.030555725097656,3.0453014373779297,10.098993301391602,7.84686803817749,2.364,3.8153014183044434,1595.4002685546875,11.46,22.4,1469.989990234375,54.72,19.65079689025879,15.360857963562012,28.200000762939453,300.6585388183594,,17.242076873779297,9.93,25.28,30.54,4.55,20.14412498474121,20.48405265808105,23.3719425201416,28.44,12.65
2009-10-26,40.2,28.24,3.75,7.431150436401367,7.047,14.334206581115724,13.149910926818848,6.395793914794922,5.228100299835205,2.926323652267456,10.363,1.488,2.8820371627807617,7.638808727264404,15.389145851135254,12.044118881225586,10.605,8.752845764160156,670.41162109375,19.83658218383789,22.33251571655273,18.90424156188965,3.0734989643096924,10.08509922027588,7.800483226776123,2.368,3.814056634902954,1572.752685546875,11.54,22.55,1474.97998046875,54.15,19.73883438110352,15.44503116607666,27.21999931335449,297.22637939453125,,16.869625091552734,9.66,24.85,30.15,4.55,20.23171043395996,20.520191192626957,23.51894187927246,28.81,12.93
2009-10-27,39.64,27.88,3.59,7.091969966888428,6.937,14.100092887878418,12.725716590881348,6.353991508483887,5.278918743133545,3.2249443531036377,9.915,1.465,2.741821527481079,7.672384738922119,14.32143211364746,11.813831329345703,10.401,8.657613754272461,622.88623046875,19.0603084564209,21.29859733581543,18.145767211914062,2.969167947769165,9.823949813842772,7.661328315734863,2.347,3.8153014183044434,1504.809814453125,11.4,22.3,1439.0,54.57,19.2430477142334,15.12939739227295,26.13999938964844,275.7181091308594,,16.37668228149414,9.67,25.08,29.93,4.39,19.18905639648437,20.520191192626957,22.63190650939941,27.49,12.82
2009-10-28,37.33,26.96,3.3,6.968633651733398,6.555,13.048537254333496,11.851102828979492,6.035248279571533,5.205001354217529,2.852156162261963,9.686,1.424,2.819549798965454,7.590841770172119,13.618149757385254,11.399310111999512,10.069,8.597009658813477,574.3497314453125,17.694896697998047,19.613008499145508,17.04166030883789,2.7858872413635254,9.168278694152832,7.042854309082031,2.216,3.665926933288574,1365.1492919921875,11.29,21.5,1314.989990234375,52.83,18.64995384216309,14.409748077392578,26.0,258.5572204589844,,15.555110931396484,9.37,23.18,28.37,4.18,18.05464553833008,18.35171890258789,21.648571014404297,26.25,12.25
2009-10-29,39.36,28.56,3.46,7.369484901428223,6.937,14.2574462890625,12.747576713562012,6.2756123542785645,5.335896968841553,2.9493167400360107,9.974,1.464,2.941476345062256,7.55726432800293,14.768978118896484,11.786195755004885,10.214,8.657613754272461,607.381591796875,19.0603084564209,21.11688232421875,18.145767211914062,2.955070972442627,9.76004409790039,7.730906009674072,2.417,4.071730613708496,1533.7484130859375,11.4,22.12,1381.010009765625,54.12,19.36815071105957,15.17568588256836,26.920000076293945,281.8960266113281,,16.40407371520996,9.74,23.85,29.8,4.46,18.48004722595215,18.897855758666992,23.569623947143555,28.51,13.01
2009-10-30,37.62,27.65,3.28,7.030304431915283,6.726,13.988798141479492,12.336514472961426,6.113626003265381,5.358994960784912,2.874094724655152,9.923,1.417,2.8271701335906982,7.291043758392334,14.385366439819336,11.473003387451172,10.044,7.73990535736084,587.4949951171875,18.22858428955078,20.05163955688477,17.521705627441406,2.8225436210632324,9.30718994140625,7.553094387054443,2.335,3.8588709831237793,1454.481689453125,11.38,22.0,1424.989990234375,52.93,18.765792846679688,14.746426582336426,26.149999618530277,269.7689514160156,,15.965897560119627,9.52,23.22,29.54,4.03,18.22146797180176,18.472187042236328,22.70793342590332,27.35,12.99
2009-11-03,39.26,27.51,3.24,7.0056352615356445,6.869,14.147533416748049,12.716970443725586,6.453273773193359,5.3990349769592285,2.87304949760437,10.135,1.416,2.8866100311279297,7.339012622833252,14.142416954040527,11.583540916442873,9.959,7.653326511383057,581.4279174804688,18.443443298339844,20.646923065185547,17.588912963867188,2.9776296615600586,9.79616641998291,7.576285362243652,2.335,3.918621063232422,1477.1292724609375,11.37,22.0,1464.0,54.42,19.020639419555664,14.961055755615234,26.850000381469727,278.0061950683594,,16.048051834106445,9.36,23.31,29.36,3.96,17.97540283203125,18.43604850769043,23.569623947143555,28.4,13.54
2009-11-04,40.24,27.7,3.38,7.400318622589111,6.808,14.575066566467283,13.097431182861328,6.244260787963867,5.449851512908936,2.8782646656036377,10.27,1.417,2.895753860473633,7.480515480041504,15.056684494018556,12.205322265625,10.435,7.687958717346191,595.58447265625,19.053373336791992,21.19207572937012,18.337785720825195,3.090417623519897,10.112884521484377,8.34937858581543,2.417,3.937291145324707,1503.551513671875,11.67,23.29,1520.0,55.13,19.09014320373535,15.024182319641112,26.899999618530277,288.302734375,,16.54099464416504,9.78,24.1,30.85,4.12,18.313220977783203,18.632816314697266,23.79264259338379,28.86,14.0
2009-11-05,42.32,28.26,3.51,7.622326374053955,6.862,14.808271408081056,13.097431182861328,6.113626003265381,5.389795780181885,2.899168968200684,10.202,1.44,3.0009162425994877,7.602833271026611,15.38275146484375,12.297436714172363,10.529,7.540779113769531,618.5045166015625,19.44151496887207,21.605640411376957,18.62581443786621,3.0847792625427246,10.19623565673828,8.132913589477539,2.433,4.025672912597656,1496.0023193359375,11.83,23.5,1505.0,55.9,19.544227600097656,15.31877899169922,27.670000076293945,297.6839904785156,,16.645061492919922,9.58,24.75,31.49,4.12,18.6427059173584,18.833606719970703,23.89402198791504,29.07,14.4
2009-11-06,42.32,28.2,3.56,7.585324287414551,6.801,14.575066566467283,12.966238021850586,6.103176116943359,5.449851512908936,2.916926622390747,10.05,1.461,3.019204616546631,7.590841770172119,15.280458450317385,12.481670379638672,10.605,7.506148815155029,624.5715942382812,18.86623954772949,21.07928276062012,19.153865814208984,3.067859411239624,10.151784896850586,7.823676586151123,2.598,4.157619476318359,1504.809814453125,11.9,23.5,1509.0,55.6,19.275484085083008,15.17147731781006,27.0,294.9382629394531,,16.34929847717285,9.74,25.11,30.67,4.15,18.87208747863769,19.19501304626465,23.74196052551269,28.87,14.37
2009-11-09,42.42,28.93,3.57,7.844335556030273,6.917,15.018147468566896,13.512872695922852,6.181556224822998,5.674681663513184,2.998420238494873,10.6,1.499,3.092360496520996,7.554866313934326,15.325210571289062,12.85934352874756,10.963,7.661986827850342,636.0315551757812,19.44151496887207,21.64950561523437,19.68191719055176,3.1242542266845703,10.376824378967283,8.117449760437012,2.651,4.2011895179748535,1596.6585693359375,12.0,24.45,1520.0,57.2,19.785165786743164,15.60494899749756,27.700000762939453,307.7517395019531,,16.43145751953125,10.11,25.5,31.9,4.19,19.54355812072754,19.829496383666992,24.55802726745605,29.82,14.79
2009-11-10,43.53,29.52,3.53,7.683996677398682,6.958,14.769401550292969,13.661566734313965,6.176331520080566,5.79017972946167,2.9785616397857666,10.651,1.511,3.0451149940490723,7.770719051361084,15.22930908203125,12.840920448303224,11.005,7.826480388641357,639.0651245117188,19.61478042602539,21.53672409057617,20.065954208374023,3.14117431640625,10.51018238067627,8.040140151977539,2.639,4.211146831512451,1599.1749267578125,11.9,24.75,1416.6300048828125,56.6,20.06317710876465,15.743831634521484,27.350000381469727,308.2093505859375,,16.33286476135254,10.06,26.02,31.72,4.21,19.656164169311523,20.018230438232425,24.28938102722168,29.59,14.3
2009-11-11,44.43,30.24,3.65,7.825833797454834,6.944,14.687785148620604,13.609076499938965,6.239035129547119,5.736281871795654,3.3192217350006104,10.955,1.518,3.1243667602539062,7.840271949768066,15.504226684570312,12.80407428741455,11.014,7.661986827850342,646.1433715820312,19.718753814697266,21.76229476928711,19.73952293395996,3.1580915451049805,10.515742301940918,7.939639568328857,2.61,4.157619476318359,1548.8468017578125,11.87,24.85,1420.0,56.81,20.20218276977539,15.823785781860352,27.5,308.89581298828125,,16.335607528686523,10.14,26.14,31.56,4.26,19.664506912231445,20.018230438232425,24.24376106262207,29.36,14.39
2009-11-12,43.76,28.9,3.45,7.424984455108643,6.787,14.011497497558594,13.58721923828125,6.077049732208252,5.543788909912109,2.91065526008606,10.6,1.493,3.1396079063415527,7.648401737213135,14.768978118896484,12.527729034423828,10.818,7.506148815155029,626.9310302734375,18.8731689453125,20.65945816040039,19.29788017272949,3.067859411239624,10.210127830505373,7.421669960021973,2.577,4.250980377197266,1475.87109375,11.47,24.2,1380.010009765625,54.32,19.646169662475582,15.50815773010254,27.149999618530277,297.4552001953125,,16.15760040283203,9.63,24.59,31.44,4.14,18.87208747863769,19.27532768249512,23.36686897277832,28.15,14.26
2009-11-13,44.42,28.74,3.53,7.415692329406738,6.848,14.41960334777832,14.049492835998535,6.087499618530273,5.705482006072998,2.9879679679870605,10.524,1.567,3.200571060180664,7.69636869430542,15.696035385131836,12.836315155029297,10.869,7.610040187835693,641.7615966796875,19.15041160583496,20.86623954772949,19.92194175720215,3.169369697570801,10.551849365234377,7.07377815246582,2.61,4.387907028198242,1455.7398681640625,11.5,24.5,1386.0,53.93,19.831504821777344,15.625990867614746,27.299999237060547,299.9721374511719,,16.089136123657227,9.54,25.02,31.56,4.25,19.0180606842041,19.676898956298828,23.772369384765625,28.51,15.06
2009-11-16,44.94,29.42,3.67,7.582549571990967,7.006,14.92098331451416,14.005582809448242,6.082275390625,5.740901470184326,3.3583130836486816,10.473,1.594,3.261533498764038,7.900230884552002,15.855873107910156,12.873159408569336,10.98,7.687958717346191,654.9069213867188,19.58013343811035,21.30486488342285,20.536399841308597,3.166548728942871,10.626864433288574,7.189741611480713,2.754,4.56342363357544,1474.6129150390625,12.0,24.55,1390.0,54.12,19.92417526245117,15.731205940246582,28.0,306.607666015625,,16.587554931640625,9.99,25.19,32.44,4.46,20.01901054382324,19.676898956298828,24.7202262878418,29.59,15.45
2009-11-17,44.7,29.79,,7.588727951049805,7.081,15.259124755859377,14.005582809448242,6.040473461151123,5.743980407714844,3.139457941055298,10.422,1.589,3.1899025440216064,7.914621353149414,15.823902130126951,12.868557929992676,11.048,7.791850090026855,651.536376953125,19.736495971679688,21.33949279785156,21.30447578430176,3.194746732711792,10.69076919555664,7.429399013519287,2.774,4.544752597808838,1478.3875732421875,12.07,24.72,1396.989990234375,54.22,20.457029342651367,16.160465240478516,28.149999618530277,302.03143310546875,,16.68340492248535,9.9,26.2,32.82,4.5,20.53616714477539,20.15877914428711,25.04462432861328,30.03,15.69
2009-11-18,43.98,29.77,,7.353896141052246,7.006,15.060904502868652,13.566535949707031,6.030022144317627,5.750140190124512,3.124826669692993,10.177,1.605,3.194474220275879,7.93620491027832,15.54258918762207,12.80407428741455,11.039,7.722589015960693,635.0203857421875,19.48631477355957,20.94910049438477,21.09325408935547,3.1609106063842773,10.557409286499023,7.3830132484436035,2.676,4.494960308074951,1474.6129150390625,11.96,24.53,1405.0,54.89,20.28559112548828,16.0762939453125,27.0,306.607666015625,,16.436931610107422,10.09,26.64,33.04,4.44,20.352659225463867,20.06642341613769,24.61378288269043,29.35,15.45
