,ACES4,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP4,BRKM5,CMET4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2004-06-29,21.24,8.47,8.45,1.449,3.1050264835357666,13.79,6.362433433532715,1.22,4043.211669921875,0.442,45.24,6.616750717163086,5.702,12.96,13.969172477722168,21.16,5.89,3.72,4.591953277587891,4.595616340637207,0.9671558141708374,2.8819196224212646,4.835431098937988,3.4438252449035645,3.0189456939697266,3.9,3.223129749298096,90.9,3.22,30.43,24.44,21.03,19.98,28.96,37.03,12.387629508972168,19.99,3.46,5.317007541656494,5.874594211578369,7.03
2004-06-30,21.35,8.52,8.57,1.442,3.2062008380889893,14.11,6.547858715057373,1.26,4134.4931640625,0.449,47.26,6.610311985015869,5.796,12.96,14.053840637207031,21.97,5.85,3.83,4.648257255554199,4.671717643737793,0.9671558141708374,2.909601211547852,4.846742153167725,3.5193941593170166,3.0876407623291016,3.96,3.238518238067627,93.1,3.27,31.29,25.22,21.29,20.7,30.43,37.54,12.937472343444824,20.25,3.5,5.308764457702637,5.915247917175293,7.03
2004-07-01,21.6,8.55,8.53,1.469,3.2916979789733887,14.65,6.609280109405518,1.3,4286.6279296875,0.449,45.49,6.68974494934082,5.856,12.93,13.842183113098145,22.31,5.85,3.76,4.687426090240479,4.727460861206055,0.9913341999053956,2.929807186126709,4.824121952056885,3.500729560852051,3.131190538406372,3.99,3.216289520263672,91.05,3.27,31.32,24.47,22.36,21.42,31.83,36.19,12.681960105895996,19.86,3.36,5.440658092498779,5.808734893798828,6.99
2004-07-02,21.85,8.51,8.53,1.469,3.250374555587769,15.25,6.895533084869385,1.28,4385.06787109375,0.457,45.93,6.904437065124512,6.094,13.95,13.926841735839844,21.61,5.79,3.64,4.7379655838012695,4.744611740112305,0.9859609603881836,2.9068756103515625,4.801499843597412,3.496177911758423,3.22580885887146,3.96,3.3171732425689697,93.19,3.31,31.46,24.38,22.89,21.85,33.19,35.86,13.002163887023926,19.77,3.35,5.654987812042236,5.79938268661499,6.92
2004-07-05,21.85,8.46,8.51,1.469,3.2631986141204834,15.15,6.909440517425537,1.28,4483.5087890625,0.458,45.94,7.041836738586426,6.188,14.28,13.884512901306152,21.87,5.81,3.6,4.833987712860107,4.781061172485352,0.9752147197723388,2.919703722000122,4.773221969604492,3.476147413253784,3.1801846027374268,4.01,3.3770194053649902,92.69,3.29,31.52,24.26,23.67,22.07,33.47,35.2,13.196229934692385,19.39,3.38,5.8363423347473145,5.795316696166992,7.01
2004-07-06,21.41,8.4,8.48,1.442,3.2076244354248047,14.76,6.669544696807861,1.26,4376.11962890625,0.452,45.91,6.891554832458496,6.017,14.24,13.884512901306152,21.31,5.79,3.57,4.802398681640625,4.652421951293945,0.953722596168518,2.848984956741333,4.6940460205078125,3.432445287704468,3.1775929927825928,4.04,3.252197742462158,92.79,3.32,31.62,22.96,23.27,21.23,32.86,34.11,12.77898406982422,18.44,3.29,5.712691783905029,5.732710361480713,6.89
2004-07-07,21.48,8.86,8.45,1.442,3.264622926712036,14.48,6.6869282722473145,1.3,4340.32275390625,0.455,48.55,6.962401866912842,6.103,14.64,13.579731941223145,20.97,5.79,3.55,4.71269416809082,4.68350887298584,0.94029039144516,2.8186769485473637,4.665768146514893,3.3823702335357666,3.2029964923858643,4.02,3.2530527114868164,92.53,3.26,31.62,23.16,23.59,20.94,31.18,34.02,12.491134643554688,18.37,3.4,5.8379902839660645,6.016884326934815,7.12
2004-07-08,20.97,8.9,8.48,1.428,3.1563258171081543,14.07,6.594215393066406,1.33,4125.5439453125,0.441,47.86,6.6983323097229,5.907,14.36,13.757521629333496,21.52,5.83,3.55,4.695005416870117,4.704947471618652,0.921484112739563,2.7984697818756104,4.637489795684815,3.373264074325561,3.1348204612731934,4.03,3.2829761505126958,91.47,3.26,31.79,23.22,22.89,20.45,30.04,35.35,12.419976234436035,18.05,3.4,5.808313846588135,5.915654182434082,7.0
2004-07-12,21.78,9.1,8.65,1.469,3.227574825286865,14.53,6.849176406860352,1.35,4241.8828125,0.46,50.21,7.08048152923584,6.196,14.67,13.90991497039795,22.0,5.83,3.66,4.926218509674072,4.984739303588867,0.9671558141708374,2.8803045749664307,4.660113334655762,3.4005777835845947,3.2029964923858643,4.08,3.368469715118408,94.66,3.27,32.51,23.59,23.97,21.34,31.8,36.19,12.646379470825195,18.27,3.45,6.057267189025879,5.935575485229492,7.08
2004-07-13,21.67,9.06,8.92,1.469,3.2560739517211914,14.68,6.837588310241699,1.35,4309.00048828125,0.457,52.32,7.02036714553833,6.196,14.48,14.003039360046388,22.16,5.84,3.77,5.00581693649292,5.039409160614014,0.9752147197723388,2.909601211547852,4.682734966278076,3.3823702335357666,3.145188093185425,4.1,3.4950008392333984,94.17,3.29,32.66,23.78,24.85,21.48,32.15,35.2,12.552581787109377,18.44,3.35,6.289730072021484,6.021356582641602,7.13
2004-07-14,21.78,9.03,9.12,1.442,3.2617738246917725,14.62,6.791231632232666,1.35,4474.5595703125,0.452,52.48,7.106245040893555,6.273,14.69,13.672859191894531,22.23,5.81,3.76,5.180173873901367,5.081215858459473,0.9671558141708374,2.90859055519104,4.660113334655762,3.375540256500244,3.129894495010376,4.04,3.633501768112183,94.67,3.31,33.55,24.19,24.2,21.07,30.99,34.69,12.678729057312012,18.37,3.31,6.413382530212402,6.098194122314453,7.23
2004-07-15,22.22,9.07,9.21,1.449,3.2916979789733887,14.83,6.9048051834106445,1.4,4653.54296875,0.46,54.68,7.664439678192139,6.698,14.87,14.011504173278809,22.11,5.82,3.63,5.067727088928223,5.075856685638428,0.969841718673706,2.924755334854126,4.863144397735596,3.487072467803955,3.184591770172119,4.12,3.607853651046753,97.59,3.36,34.2,24.86,24.84,21.23,31.18,35.95,12.730469703674316,18.94,3.39,6.433165550231934,6.388059139251709,7.52
2004-07-16,23.45,9.07,9.12,1.51,3.348698854446411,14.94,6.988245964050293,1.36,4801.2021484375,0.476,53.1,8.15822696685791,7.03,14.59,13.63052463531494,21.72,5.81,3.64,5.079096794128418,5.123026371002197,0.9752147197723388,2.9702181816101074,4.931574821472168,3.568103075027466,3.362680435180664,4.09,3.608709096908569,99.09,3.36,34.99,25.16,24.53,21.61,31.47,37.71,12.969815254211426,19.4,3.5,6.462843894958496,6.464087009429932,7.73
2004-07-19,23.88,8.98,9.09,1.503,3.298823595046997,14.65,6.941889762878418,1.34,4662.48974609375,0.466,51.61,7.960711002349853,6.928,14.51,13.24954891204834,21.21,5.76,3.56,5.017187118530273,5.134814739227295,0.953722596168518,2.927787065505981,4.858053684234619,3.5230355262756348,3.354125499725342,4.07,3.5505716800689697,98.61,3.27,34.75,24.22,24.14,21.48,31.11,37.54,12.678729057312012,18.69,3.38,6.273244857788086,6.423432350158691,7.61
2004-07-20,24.07,9.03,8.84,1.49,3.3629462718963623,14.81,7.149336338043213,1.36,4720.6591796875,0.483,53.63,8.542522430419922,7.226,14.24,13.495068550109863,21.05,5.79,3.57,5.186492443084717,5.198062896728516,0.953722596168518,2.939910888671875,4.824121952056885,3.496177911758423,3.3411636352539062,4.06,3.643761396408081,99.79,3.31,34.84,24.78,24.83,21.85,31.18,37.54,12.74341106414795,18.77,3.39,6.456247806549072,6.545395374298096,7.69
2004-07-21,24.07,8.85,8.76,1.442,3.278873920440674,14.53,6.953478813171387,1.35,4599.8466796875,0.472,52.24,8.327831268310547,7.09,13.9,13.545865058898926,20.81,5.83,3.56,5.053826808929443,5.156257152557373,0.9483500123023988,2.8590877056121826,4.812810897827148,3.475691795349121,3.1822588443756104,4.14,3.539458751678467,98.61,3.27,33.87,23.73,24.04,20.89,30.21,36.04,12.74341106414795,17.91,3.25,6.3144612312316895,6.423432350158691,7.61
2004-07-22,25.22,8.57,8.53,1.421,3.250374555587769,13.66,7.011424541473389,1.34,4477.244140625,0.476,53.8,8.372915267944336,7.141,14.4,12.995566368103027,20.32,5.92,3.57,5.077831268310547,5.102654933929443,0.9107385277748108,2.790389060974121,4.660677433013916,3.41469144821167,3.2605435848236084,4.19,3.505260705947876,102.06,3.27,33.41,23.73,23.86,20.96,30.36,36.95,12.77898406982422,17.89,3.38,6.415030956268311,6.281138896942139,7.45
2004-07-23,25.05,8.56,8.65,1.428,3.2560739517211914,13.02,6.715901851654053,1.32,4528.25439453125,0.463,54.24,8.179695129394531,7.064,14.24,13.037898063659668,20.86,5.94,3.54,5.154905796051025,5.2516632080078125,0.921484112739563,2.798572301864624,4.674251556396484,3.405130624771118,3.237732172012329,4.43,3.5009868144989014,101.06,3.27,33.87,24.71,23.27,20.57,30.75,36.79,12.937472343444824,18.18,3.53,6.495816707611084,6.191699504852295,7.39
2004-07-26,24.7,8.65,8.84,1.408,3.268898725509644,13.07,6.6173930168151855,1.3,4518.4111328125,0.465,53.24,7.98647403717041,6.877,13.69,13.071762084960938,20.74,5.97,3.39,5.180173873901367,5.295613765716553,0.9026790857315063,2.737854480743408,4.637489795684815,3.3687119483947754,3.110193967819214,4.46,3.4539639949798584,102.34,3.27,34.52,23.73,22.74,20.35,30.01,36.61,12.934240341186523,17.58,3.5,6.382058620452881,6.138848304748535,7.39
2004-07-27,24.77,8.51,9.01,1.442,3.298823595046997,13.44,6.698517799377441,1.33,4608.7958984375,0.473,53.99,8.372915267944336,7.218,14.07,12.919368743896484,20.84,5.97,3.42,5.302730083465576,5.359935283660889,0.937603771686554,2.8792943954467773,4.768132209777832,3.446100950241089,3.2029964923858643,4.48,3.624098062515259,103.11,3.27,34.35,23.92,22.95,20.61,30.33,36.61,13.163878440856934,17.77,3.49,6.627710819244385,6.301468372344971,7.52
2004-07-28,26.0,8.66,9.04,1.449,3.320196390151977,13.52,6.9210286140441895,1.38,4832.5234375,0.475,53.79,8.746476173400879,7.371,14.4,13.55433177947998,21.48,6.04,3.55,5.293887138366699,5.370651245117188,0.937603771686554,2.845045804977417,4.824121952056885,3.5098345279693604,3.340904474258423,4.54,3.6873629093170166,107.49,3.31,35.0,24.32,23.67,21.33,31.43,35.11,13.293251991271973,17.19,3.46,6.842041492462158,6.504739761352539,7.73
2004-07-29,26.72,8.6,9.02,1.442,3.3273234367370605,13.56,6.953478813171387,1.39,4877.26953125,0.486,53.46,8.950434684753418,7.584,14.41,13.672859191894531,21.59,6.04,3.52,5.300203323364258,5.520730018615723,0.94029039144516,2.83888578414917,4.883504867553711,3.570379734039306,3.3017616271972656,4.47,3.676248550415039,108.3,3.34,35.06,24.1,23.59,21.16,31.75,36.11,13.099193572998049,16.86,3.47,6.924475193023682,6.598245620727539,7.77
2004-07-30,26.54,8.69,9.02,1.428,3.2774477005004883,13.61,7.0925493240356445,1.43,4982.86865234375,0.494,53.37,9.351902961730955,7.83,14.37,13.672859191894531,21.7,6.01,3.56,5.456868171691895,5.611848831176758,0.9268571138381958,2.8488831520080566,4.846742153167725,3.5553576946258545,3.226326704025269,4.34,3.76088809967041,109.47,3.4,34.84,24.3,23.73,21.1,31.1,35.2,13.002163887023926,16.95,3.45,7.114071369171143,6.66329288482666,7.82
2004-08-02,26.9,8.69,8.98,1.428,3.293123245239258,13.64,7.259431838989258,1.44,4990.923828125,0.498,52.92,9.4678373336792,7.847,14.58,13.376542091369627,21.11,6.04,3.6,5.559210777282715,5.713688373565674,0.94029039144516,2.8590877056121826,4.826950073242188,3.5480730533599854,3.2950210571289062,4.32,3.822443723678589,115.43,3.4,34.59,23.99,23.86,21.02,30.9,34.77,13.134765625,16.63,3.5,7.295428276062012,6.671830177307129,7.84
2004-08-03,26.8,8.58,8.94,1.414,3.250374555587769,13.31,7.331284523010254,1.49,4895.16845703125,0.488,51.81,9.429192543029783,7.737,14.27,14.053840637207031,21.92,6.04,3.52,5.717142581939697,5.949524879455566,0.937603771686554,2.8566644191741943,4.824121952056885,3.537148952484131,3.184332609176636,4.32,3.90708327293396,117.29,3.32,34.91,23.28,24.22,21.3,31.09,34.6,13.11536693572998,16.37,3.36,7.313564777374268,6.614508152008057,7.85
2004-08-04,26.0,8.56,8.9,1.408,3.2346980571746826,12.97,7.204962253570557,1.46,4693.8125,0.473,50.06,9.326141357421877,7.515,13.99,13.918380737304688,21.43,6.03,3.43,5.873810768127441,6.110321998596191,0.9456627368927002,2.895052433013916,4.881242752075195,3.57811975479126,3.1638522148132324,4.29,3.889984607696533,116.06,3.26,34.27,23.46,24.28,21.24,30.85,34.69,12.95364475250244,16.88,3.25,7.072854995727539,6.510025501251221,7.78
2004-08-05,25.22,8.38,8.69,1.339,3.134950399398804,12.68,6.83990478515625,1.4,4385.06787109375,0.439,48.99,8.372915267944336,6.818,13.36,13.799850463867188,21.81,6.04,3.23,5.717142581939697,5.981684684753418,0.8999923467636108,2.778264284133911,4.863144397735596,3.511655569076538,3.055497169494629,4.21,3.744643211364746,109.89,3.1,34.04,22.4,23.78,20.35,29.4,34.27,12.80809497833252,15.97,3.15,6.776093482971191,6.346187114715576,7.66
2004-08-06,25.91,8.54,8.53,1.353,3.220448732376098,12.49,7.173672199249268,1.49,4631.1689453125,0.455,52.42,8.716421127319336,7.064,13.53,13.87604522705078,21.22,6.03,3.3,5.786633968353272,6.153202533721924,0.94029039144516,2.848984956741333,4.908953666687012,3.5599091053009038,3.110970497131348,4.25,3.8258635997772217,112.75,3.14,33.82,22.29,23.78,20.35,30.24,33.76,12.901895523071287,16.47,3.14,7.039881706237793,6.416114807128906,7.73
2004-08-09,25.31,8.51,8.37,1.332,3.1591756343841557,12.32,7.0925493240356445,1.49,4649.0673828125,0.442,51.36,8.6198091506958,6.996,13.02,13.545865058898926,21.21,6.02,3.2,5.710825443267822,6.013844013214111,0.9295442700386048,2.8589868545532227,4.948541641235352,3.5553576946258545,3.043831825256348,4.22,3.7018964290618896,111.24,3.24,33.22,21.36,23.1,19.63,29.45,33.93,12.61403465270996,15.71,3.0,6.840390682220459,6.383182525634766,7.67
2004-08-10,25.66,8.79,8.57,1.374,3.2346980571746826,12.66,7.318535327911377,1.49,4877.26953125,0.445,52.54,8.716421127319336,7.149,13.09,13.93530559539795,21.66,6.02,3.23,6.039325714111328,6.2228827476501465,0.9564093947410583,2.911823272705078,4.988131046295166,3.6236417293548575,3.117969512939453,4.23,3.710446834564209,115.37,3.27,33.88,21.77,23.07,19.88,29.51,34.44,12.61403465270996,16.28,3.14,6.964041709899902,6.512871742248535,7.84
2004-08-11,25.31,8.85,8.58,1.367,3.154900312423706,12.24,7.243208408355713,1.51,4751.9814453125,0.43,51.27,8.716421127319336,7.133,13.11,13.385011672973633,21.2,6.02,3.06,6.279381275177002,6.47479772567749,0.9349167346954346,2.851005792617798,4.959851264953613,3.630470752716065,3.062236785888672,4.3,3.713866710662842,114.97,3.31,33.55,21.97,23.13,19.92,29.64,34.02,12.921303749084473,16.07,3.04,6.9574480056762695,6.492544174194336,7.83
2004-08-12,25.49,9.1,8.51,1.38,3.1648757457733154,12.36,7.337079524993896,1.51,4653.54296875,0.433,50.3,8.587606430053711,6.979,13.11,13.376542091369627,21.02,6.03,2.98,6.2541117668151855,6.573423385620117,0.9349167346954346,2.8742425441741943,4.982474327087402,3.659605264663696,2.997689008712769,4.35,3.712156295776367,116.67,3.31,33.41,21.85,22.97,19.98,29.5,32.85,12.652847290039062,15.55,3.03,7.151994705200195,6.626705169677734,8.01
2004-08-13,25.38,9.1,8.48,1.408,3.1420743465423584,12.03,7.286087989807129,1.46,4529.1484375,0.419,48.88,8.54896354675293,6.971,13.02,13.351146697998049,21.21,6.04,3.01,6.2541117668151855,6.592716693878174,0.9429765939712524,2.879192352294922,4.94005823135376,3.619088888168335,2.934696912765503,4.31,3.689072132110596,117.35,3.24,33.12,21.77,22.4,19.71,29.25,31.42,12.74341106414795,15.32,3.0,7.188263893127441,6.658822059631348,7.94
2004-08-16,25.49,9.23,8.63,1.401,3.298823595046997,12.62,7.509757995605469,1.51,4693.8125,0.427,49.08,8.587606430053711,7.09,13.02,13.520471572875977,21.16,6.05,3.11,6.306396484375,6.647023677825928,0.9483500123023988,2.8792943954467773,5.044685363769531,3.6395747661590576,3.084270715713501,4.32,3.778841972351074,120.69,3.31,33.51,21.75,22.4,20.06,29.85,32.01,12.649617195129396,15.59,3.0,7.466891288757324,6.69906759262085,8.13
