,ACES4,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,ELET3,ELET6,ELPL4,EMBR4,EBTP4,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LAME4,NATU3,NETC4,PCAR4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CRUZ3,VCPA4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TCSL4,UBBR11,USIM5,VALE3,VALE5,VIVO4
2006-07-06,33.93,14.74,11.1,32.96,4.258,7.157506465911865,6.835620403289795,26.4,11.58,5.958259582519531,,2.461622714996338,2.5920801162719727,0.887,9.98309326171875,8.256,16.75,,3.51,10.33746337890625,11.07796859741211,71.32662200927734,16.25,2.138873338699341,6.425370216369629,,1.641,7.29,18.05,51.98,10.903759002685549,8.187344551086426,4.677473068237305,5.29,6.014514923095703,4.08,30.93,37.89,16.95,26.54,31.09,12.33911418914795,5.38,13.39,13.370832443237305,12.525690078735352,14.56,18.25
2006-07-07,33.48,14.79,10.85,33.35,4.21,7.070196151733398,6.697397708892822,26.4,11.43,5.82442045211792,,2.5760176181793213,2.6338882446289062,0.859,9.761961936950684,8.043,17.12,,3.51,10.353347778320312,10.935694694519045,67.86797332763672,16.04,2.163346767425537,6.361718654632568,,1.596,7.26,17.89,51.74,10.903759002685549,8.254295349121094,4.838972091674805,5.19,5.899097442626953,4.3,30.35,37.02,16.69,26.22,29.16,12.3746919631958,5.3,13.08,13.032848358154297,12.501296997070312,14.5,17.88
2006-07-10,33.48,14.53,10.87,33.49,4.162,7.003992080688477,6.670320987701416,25.74,11.69,5.636057376861572,,2.487044095993042,2.565950870513916,0.862,9.957330703735352,8.128,16.84,,3.51,10.226309776306152,10.879897117614746,67.1221694946289,15.95,2.1290855407714844,6.325353622436523,,1.588,7.15,17.89,51.98,10.7906494140625,8.187344551086426,4.723616600036621,5.3,5.941842079162598,4.3,30.54,37.73,16.68,26.54,29.91,12.371459007263184,5.38,12.86,13.10704231262207,12.46958827972412,14.58,18.15
2006-07-11,33.97,14.62,10.99,34.5,4.21,7.042372703552246,6.640393257141113,26.33,11.67,5.536917686462402,,2.464447021484375,2.576402425765991,0.872,10.09043788909912,8.35,17.4,,3.51,10.28030014038086,10.879897117614746,65.8170166015625,16.2,2.121742486953736,6.465784072875977,,1.588,6.97,18.05,51.41,11.080212593078612,8.152909278869629,4.744354248046875,5.29,6.078634738922119,4.32,30.91,37.44,16.72,26.82,31.0,12.61403465270996,5.16,12.98,13.16474723815918,12.476906776428224,14.64,18.87
2006-07-12,33.69,14.36,11.01,33.19,4.114,7.090344905853272,6.74014139175415,25.95,11.23,5.279156684875488,,2.5068159103393555,2.5868539810180664,0.865,10.176315307617188,8.29,17.59,,3.52,10.588363647460938,11.158869743347168,65.2576675415039,15.89,2.131532907485962,6.283933162689209,,1.551,6.81,18.21,50.64,11.084733963012695,8.376723289489746,4.721283912658691,5.48,6.031612396240234,4.25,31.54,37.76,16.65,26.33,30.16,12.368219375610352,5.23,12.68,12.793787956237791,12.286640167236328,14.48,18.74
2006-07-13,33.17,14.42,10.46,32.72,3.985,6.993438720703125,6.604770183563232,24.82,10.95,5.090792179107666,,2.450324058532715,2.5868539810180664,0.838,9.789871215820312,7.933,16.83,,3.52,10.59153652191162,11.08633518218994,61.07185363769531,15.7,2.0874814987182617,6.122287273406982,,1.506,6.61,17.74,48.54,10.971624374389648,8.380550384521484,4.631591320037842,5.54,5.728109836578369,4.22,30.08,37.05,16.32,26.02,29.67,12.229147911071776,5.09,12.37,12.282700538635254,12.064664840698242,14.18,17.84
2006-07-14,33.4,14.1,10.37,33.01,3.937,6.826493740081787,6.661770343780518,25.05,11.12,4.942083835601807,,2.5068159103393555,2.539820432662964,0.853,9.865013122558594,8.094,16.92,,3.51,10.09927463531494,10.67903995513916,59.048858642578125,16.25,2.03853702545166,6.016210079193115,,1.481,6.66,17.74,49.53,11.197842597961426,8.340376853942871,4.6085205078125,5.61,5.779405117034912,4.56,29.98,37.05,16.17,25.74,29.75,11.999506950378418,4.91,12.15,12.218398094177246,12.074426651000977,14.17,17.52
2006-07-17,33.52,14.0,10.11,33.49,3.882,6.62117338180542,6.583395957946777,24.27,11.05,5.031309127807617,,2.5039916038513184,2.539820432662964,0.851,9.736197471618652,7.924,16.83,,3.51,9.842029571533203,10.59534740447998,58.35898971557617,15.85,2.193935871124268,5.87476921081543,,1.535,6.66,18.21,48.4,10.67754077911377,8.091695785522461,4.6085205078125,6.1,5.6520185470581055,4.42,29.63,37.65,16.18,25.79,29.41,12.067425727844238,5.02,11.92,11.952961921691896,11.671942710876465,13.69,18.08
2006-07-18,33.4,14.01,10.32,34.16,3.848,6.691212177276611,6.569144248962402,24.96,11.26,5.403079509735107,,2.58166766166687,2.4666571617126465,0.88,9.875747680664062,7.873,17.5,,3.56,9.835678100585938,10.542341232299805,59.58956909179688,16.2,1.9969345331192017,5.87982177734375,,1.559,6.75,18.05,47.98,10.654916763305664,8.1012601852417,4.486423492431641,5.87,5.779405117034912,4.49,29.72,37.19,16.4,26.22,29.24,12.27442741394043,4.98,11.83,12.02385425567627,11.623157501220703,13.72,18.39
2006-07-19,33.52,14.33,10.56,34.89,4.155,6.62980842590332,6.86839485168457,26.24,11.76,5.670755863189697,,2.6974754333496094,2.5711772441864014,0.91,10.277217864990234,8.205,18.32,,3.58,9.772160530090332,10.461442947387695,63.76605987548828,17.01,2.006723165512085,6.363745212554932,,1.621,6.9,18.69,50.81,10.969362258911133,8.1012601852417,4.585448265075684,6.01,6.1384806632995605,4.41,31.1,38.73,17.2,27.47,30.5,12.390868186950684,5.2,12.93,12.653654098510742,12.415924072265623,14.5,19.22
2006-07-20,33.12,14.17,10.11,34.16,4.087,6.840888500213623,6.668896675109863,26.05,11.43,5.5517897605896,,2.64663314819336,2.5711772441864014,0.891,10.15484619140625,8.145,17.89,,3.57,10.162795066833496,10.81015682220459,60.96929931640625,16.36,2.3446850776672363,6.330402374267578,,1.608,6.97,18.21,48.31,10.659441947937012,8.1012601852417,4.585448265075684,6.02,5.857204914093018,4.38,29.98,38.39,16.77,26.54,30.66,12.290594100952148,5.09,12.75,12.167291641235352,11.86952304840088,13.92,17.8
2006-07-21,33.52,14.14,10.25,33.2,4.114,6.840888500213623,6.74014139175415,26.06,11.39,5.6013593673706055,,2.653693914413452,2.597306728363037,0.918,10.101174354553224,8.162,17.5,,3.56,10.162795066833496,10.81015682220459,59.47769165039063,16.45,2.131532907485962,6.313231945037842,,1.596,6.9,18.36,49.14,10.575743675231934,8.1012601852417,4.781164646148682,5.91,5.702461242675781,4.41,29.91,38.26,16.63,26.04,31.0,12.242085456848145,4.91,12.74,11.944719314575195,11.59876537322998,13.66,17.7
2006-07-24,34.19,14.38,10.56,33.4,4.279,6.740145683288574,6.84274435043335,26.73,11.93,5.695540428161621,,2.76809024810791,2.5502727031707764,0.925,10.24071979522705,8.179,18.18,,3.57,9.91189956665039,10.545129776000977,61.985450744628906,17.12,2.14132022857666,6.566812515258789,,1.608,7.13,18.84,50.99,10.971624374389648,8.034308433532715,4.792829990386963,6.01,5.740932941436768,4.41,30.3,38.73,16.9,26.8,30.84,12.306771278381348,4.91,13.34,11.854043006896973,11.742682456970217,13.97,17.18
2006-07-25,34.07,14.58,10.56,33.98,4.347,7.003992080688477,6.911141872406006,26.52,11.93,5.82442045211792,,2.866950035095215,2.5502727031707764,0.932,10.54343318939209,8.486,18.27,,3.53,10.308887481689451,10.824100494384766,63.84062957763672,17.37,2.4523632526397705,6.672885894775391,,1.588,7.28,19.16,50.67,11.064373016357422,8.41689395904541,4.792829990386963,6.02,5.8982415199279785,4.4,30.76,39.06,16.88,26.65,30.92,12.27442741394043,4.87,13.58,11.98263931274414,12.171996116638184,14.29,17.38
2006-07-26,33.9,14.37,10.5,33.2,4.354,7.003992080688477,6.909718036651611,26.37,12.04,5.779809951782227,,2.866950035095215,2.5502727031707764,0.917,10.453265190124512,8.418,17.89,,3.53,10.226309776306152,10.701359748840332,64.27879333496094,17.59,2.4389028549194336,6.66783618927002,,1.588,7.29,19.32,51.99,11.186529159545898,8.457067489624023,4.792829990386963,5.84,5.899097442626953,4.32,30.81,40.21,17.38,27.09,30.5,12.12888240814209,4.77,13.63,11.969449043273926,12.074426651000977,14.09,17.21
2006-07-27,33.93,14.28,10.5,32.72,4.354,7.12872314453125,6.911141872406006,26.49,12.07,5.655884742736816,,2.7822134494781494,2.5502727031707764,0.928,10.305129051208496,8.418,17.5,,3.55,10.480384826660156,11.011014938354492,64.31608581542969,17.59,2.382373332977295,6.637532711029053,,1.588,7.66,19.32,52.62,11.30869197845459,8.558449745178223,4.792829990386963,6.18,5.933295249938965,4.38,30.89,41.08,17.75,27.5,30.66,12.219443321228027,4.8,13.98,12.365135192871094,12.225658416748049,14.17,17.74
2006-07-28,34.8,14.33,10.32,33.2,4.477,7.12872314453125,7.124890327453613,27.52,12.28,5.769895076751709,,2.848590135574341,2.5868539810180664,0.922,10.101174354553224,8.384,17.78,,3.59,10.480384826660156,11.011014938354492,64.79154205322266,18.01,2.165792942047119,6.718353271484375,,1.588,7.5,19.48,52.37,11.38786792755127,8.558449745178223,4.954067230224609,6.12,6.02733850479126,4.3,30.63,42.09,17.63,27.5,31.42,12.416744232177734,4.7,13.96,12.44591999053955,12.562277793884276,14.6,18.39
2006-07-31,34.83,14.14,10.32,33.5,4.477,7.263046741485596,7.110637664794922,27.52,11.93,5.6013593673706055,,2.888134479522705,2.628662109375,0.922,9.832809448242188,8.179,17.59,,3.58,10.829726219177246,11.409947395324709,64.53050994873047,18.01,2.187818050384521,6.723404884338379,,1.551,7.32,19.32,51.98,11.299642562866213,8.627314567565918,5.023281097412109,5.99,5.95894193649292,4.27,30.62,41.75,17.38,27.48,31.42,12.290594100952148,4.62,13.99,12.365135192871094,12.330547332763672,14.35,19.06
2006-08-01,34.3,14.21,10.37,34.84,4.429,7.195883750915527,6.923967361450195,27.52,11.92,5.502220153808594,,2.8245809078216557,2.618210554122925,0.932,9.81134033203125,8.069,17.4,,3.59,10.797968864440918,11.29835319519043,63.29994201660156,17.95,2.202500343322754,6.516297340393066,,1.592,7.06,19.48,51.98,11.338101387023926,8.589058876037598,5.000210285186768,5.91,5.899097442626953,4.15,29.91,42.29,17.54,27.79,29.67,12.290594100952148,4.55,13.72,11.985936164855955,12.29395866394043,14.37,18.64
2006-08-02,35.58,14.52,10.5,35.99,4.443,7.051965713500977,6.9467644691467285,27.04,11.76,5.606316566467285,,2.821756362915039,2.6077582836151123,0.928,9.978798866271973,8.128,17.5,,3.59,10.645527839660645,11.267671585083008,63.02025985717773,18.12,2.153557300567627,6.507206916809082,,1.662,7.51,19.68,52.23,11.586943626403809,8.610099792480469,4.896519660949707,5.66,6.061537265777588,4.31,30.54,42.78,17.63,27.96,30.0,12.3552827835083,4.69,14.12,12.101344108581545,12.44032096862793,14.65,19.09
2006-08-03,35.92,14.53,10.71,36.19,4.429,7.254409313201904,7.035115718841553,27.04,11.84,5.814507484436035,,2.735607624053955,2.6234359741210938,0.95,10.068967819213867,8.069,17.5,,3.6,10.969468116760254,11.59406280517578,66.65603637695312,17.91,2.1584508419036865,6.415269374847412,,1.654,7.93,19.1,51.39,11.618612289428713,8.742091178894043,4.959770202636719,5.66,6.040161609649658,4.37,31.45,42.43,17.63,27.82,30.25,12.594632148742676,4.7,13.99,12.23158836364746,12.635455131530762,14.82,19.4
2006-08-04,36.28,14.62,10.56,36.09,4.531,7.32061243057251,7.046515941619873,26.92,11.85,5.948346138000488,,2.803397417068481,2.660017967224121,0.955,10.262189865112305,8.188,17.7,,3.6,11.052037239074709,11.630332946777344,65.2576675415039,18.01,2.1486635208129883,6.608231067657471,,1.678,8.22,19.45,52.37,11.602776527404783,8.784175872802734,4.9885454177856445,5.86,5.934150218963623,4.34,30.31,42.78,17.93,28.12,30.84,12.801628112792969,4.77,14.5,12.348647117614746,12.830602645874023,15.13,19.37
2006-08-07,36.33,14.35,10.67,35.9,4.429,7.559516906738281,7.139139175415039,26.24,11.66,5.809550285339356,,2.76809024810791,2.712277412414551,0.967,10.562756538391112,8.418,17.66,,3.6,11.020280838012695,11.605222702026367,66.18991088867188,17.9,2.187818050384521,6.55670976638794,,1.686,8.19,19.02,52.15,11.715885162353516,8.7401762008667,5.205257892608643,5.91,6.000834941864014,4.36,30.71,43.71,17.74,28.16,30.58,12.811333656311035,4.77,14.31,12.192020416259766,12.611065864562988,14.88,18.92
2006-08-08,36.33,14.42,10.56,35.76,4.408,7.483719825744629,7.139139175415039,26.07,11.39,5.933475017547607,,2.76809024810791,2.701826333999634,0.95,10.691571235656738,8.554,18.07,,3.6,10.956762313842772,11.70844268798828,65.07120513916016,18.11,2.173134088516236,6.438505172729492,,1.674,8.01,19.0,51.58,11.661591529846191,8.847304344177246,5.161448955535889,5.86,6.083763599395752,4.45,30.08,44.7,17.75,28.49,30.75,12.921303749084473,4.77,14.14,12.24972438812256,12.489099502563477,14.73,18.31
2006-08-09,35.95,14.5,10.32,35.93,4.306,7.426149845123291,7.124890327453613,25.95,11.13,6.206108570098877,,2.7539665699005127,2.6234359741210938,0.915,10.972817420959473,8.622,18.66,,3.6,11.115557670593262,11.786559104919434,63.57960891723633,17.21,2.1706883907318115,6.440521240234375,,1.67,7.86,19.53,49.19,11.648018836975098,8.837739944458008,5.230662822723389,5.73,5.946117401123047,4.34,29.67,44.75,17.5,28.51,30.66,12.937472343444824,4.73,14.02,12.089804649353027,12.196388244628906,14.42,18.39
2006-08-10,36.56,14.42,10.42,36.19,4.34,7.291828632354736,7.22463321685791,26.06,11.19,6.444041252136231,,2.8387045860290527,2.539820432662964,0.96,11.657674789428713,9.235,19.32,,3.6,10.845606803894045,11.465737342834473,63.85927581787109,17.14,2.190265655517578,6.516297340393066,,1.654,8.0,19.85,47.45,11.614087104797363,8.770788192749023,5.329687118530273,5.64,5.779405117034912,4.4,29.77,45.12,17.45,28.51,30.66,12.969815254211426,4.66,14.37,11.944719314575195,12.025638580322266,14.23,18.28
2006-08-11,37.1,14.36,10.46,35.72,4.313,7.474123477935791,7.481133937835693,25.54,11.03,6.543179512023926,,2.755379199981689,2.539820432662964,0.93,11.292704582214355,8.758,19.04,,3.6,10.496255874633787,11.183974266052246,61.99477767944336,16.89,2.382373332977295,6.374855995178223,,1.641,8.0,20.05,47.3,11.491926193237305,8.684706687927246,5.329687118530273,5.56,5.706736087799072,4.27,29.98,44.79,17.27,28.06,29.33,12.969815254211426,4.62,14.32,11.788091659545898,11.806105613708496,13.93,18.42
2006-08-14,36.47,14.33,10.46,36.57,4.244,7.474123477935791,7.124890327453613,25.26,11.07,6.572921276092529,,2.7539665699005127,2.534595251083374,0.915,11.37213897705078,8.792,19.21,,3.6,10.496255874633787,11.183974266052246,63.393157958984375,16.85,2.153557300567627,6.264737606048584,,1.662,8.1,19.43,47.13,11.243087768554688,8.684706687927246,5.251401424407959,5.48,5.616965770721436,4.27,30.03,43.79,17.01,27.11,29.75,12.905132293701172,4.64,14.1,11.788091659545898,11.59876537322998,13.69,18.74
2006-08-15,37.39,14.67,10.77,36.71,4.415,7.3685832023620605,6.953889846801758,26.52,11.58,6.681973457336426,,2.8245809078216557,2.4875614643096924,0.941,11.475189208984377,8.945,19.7,,3.6,10.509099006652832,11.21508502960205,65.16444396972656,17.26,2.1486635208129883,6.560747146606445,,1.674,8.39,20.43,47.74,11.38786792755127,8.476195335388184,5.288210391998291,5.7,5.770855903625488,4.32,31.0,45.47,17.63,28.54,30.25,12.866320610046388,4.82,14.79,12.101344108581545,11.391427040100098,13.56,19.99
2006-08-16,37.92,14.82,11.24,37.14,4.436,7.339802265167236,6.74014139175415,26.15,11.75,6.503523826599121,,2.845766305923462,2.4927871227264404,0.96,11.483777046203612,8.997,19.63,,3.6,10.615022659301758,11.311230659484863,67.96118927001953,17.96,2.2514455318450928,6.66783618927002,,1.715,8.41,20.47,46.94,11.356196403503418,8.646445274353027,5.161707878112793,5.64,5.8383965492248535,4.4,32.26,45.8,17.85,28.45,30.25,13.260910987854004,5.23,14.85,12.233238220214844,11.693897247314451,13.76,21.7
2006-08-17,37.38,15.15,11.3,37.29,4.477,7.397368907928467,6.768641471862793,27.32,11.95,6.473783493041992,,2.796335220336914,2.4927871227264404,0.95,11.54818344116211,9.005,19.51,,3.6,10.70169162750244,11.565732955932615,67.8772964477539,17.75,2.288154363632202,6.707240581512451,,1.678,8.2,20.12,47.59,11.086994171142578,8.66366195678711,5.115306377410889,5.51,5.787954330444336,4.4,32.05,48.16,17.87,29.1,30.16,13.678141593933104,5.12,14.94,12.198616981506348,11.898797035217283,13.76,20.89
2006-08-18,37.05,15.06,11.2,37.34,4.388,7.560475349426269,6.775769233703613,27.04,11.95,6.394472122192383,,2.8104586601257324,2.456204891204834,0.945,11.273380279541016,8.92,,,3.6,10.753046035766602,11.509170532226562,66.58145904541016,17.25,2.3126258850097656,6.647631645202637,,1.678,8.05,20.32,47.18,11.243087768554688,8.483844757080078,5.29961633682251,5.51,5.813603401184082,4.41,32.85,49.62,18.6,30.06,30.16,13.584343910217283,5.09,14.97,11.928232192993164,11.79390811920166,13.74,21.18
2006-08-21,37.01,15.2,10.93,36.81,4.34,7.507705688476562,6.768641471862793,24.57,12.4,6.310203075408936,,2.833054542541504,2.450979471206665,0.95,10.949198722839355,8.75,,,3.57,10.592554092407228,11.367786407470703,63.877925872802734,17.02,2.2734720706939697,6.465784072875977,,1.662,8.02,20.02,46.22,11.150336265563965,8.587143898010254,5.316984176635742,5.5,5.811892509460449,4.4,31.9,40.29,18.76,30.36,29.67,13.36117935180664,5.06,14.63,11.793038368225098,11.554858207702637,13.66,21.36
2006-08-22,35.95,15.06,10.93,36.09,4.333,7.287032127380371,6.725892543792725,23.89,12.2,6.225935459136963,,2.76809024810791,2.424849510192871,0.928,10.755976676940918,8.452,,,3.57,10.592554092407228,11.198114395141602,65.67718505859375,16.64,2.22697377204895,6.485987663269043,,1.641,8.02,20.05,46.0,11.16164779663086,8.483844757080078,5.32268762588501,5.45,5.728963851928711,4.4,31.67,40.77,18.23,29.4,28.91,13.260910987854004,5.09,14.45,11.474843978881836,11.318251609802246,13.42,21.18
2006-08-23,35.33,14.93,10.77,35.61,4.244,7.02318286895752,6.4551496505737305,23.02,11.6,5.97313117980957,,2.7539665699005127,2.424849510192871,0.899,10.391002655029297,8.001,,,3.57,10.33897590637207,10.943611145019531,65.5466537475586,15.95,2.2489984035491943,6.364749431610107,,1.613,7.9,19.65,45.41,10.77029037475586,8.464715003967285,5.276803970336914,5.33,5.47248125076294,4.4,30.91,39.73,17.31,28.39,27.65,13.095954895019531,4.95,13.94,10.882967948913574,10.96943187713623,12.93,20.79
2006-08-24,35.55,15.0,10.71,34.65,4.21,6.735346794128418,6.697397708892822,24.02,11.88,6.121839046478272,,2.8245809078216557,2.393493413925171,0.894,10.68083667755127,8.239,,,3.57,9.896018028259276,10.59296989440918,64.97798919677734,15.95,2.202500343322754,6.354649066925049,,1.608,8.08,20.27,44.93,10.969362258911133,8.196907997131348,5.069423198699951,5.4,5.49043607711792,4.41,31.81,39.07,17.38,28.2,26.81,13.021564483642578,4.95,13.98,10.980238914489746,10.988946914672852,13.06,21.14
2006-08-25,35.42,15.16,10.85,34.75,4.142,6.8121018409729,6.505025386810303,23.14,11.6,6.290374279022217,,2.888134479522705,2.4143970012664795,0.899,10.476880073547363,8.205,,,3.55,9.87354850769043,10.626896858215332,65.91024017333984,15.8,2.180475950241089,6.233419895172119,,1.686,8.08,20.19,45.1,11.084733963012695,8.282987594604492,5.099234104156494,5.44,5.497274398803711,4.43,31.86,38.33,17.41,28.39,27.06,13.257675170898438,4.91,13.94,11.087400436401367,11.059685707092283,13.11,21.28
2006-08-28,35.74,15.38,10.83,34.66,4.313,6.831292152404785,6.695970058441162,23.1,11.84,6.196192741394043,,2.9516875743865967,2.450979471206665,0.935,10.444677352905272,8.162,,,3.57,10.143177032470703,10.858781814575195,67.68152618408203,15.8,2.1584508419036865,6.490025043487549,,1.662,8.08,20.05,45.58,10.951264381408691,8.397765159606934,5.115306377410889,5.54,5.522922992706299,4.62,32.26,37.86,17.78,28.9,28.08,12.94070053100586,4.88,14.27,11.095646858215332,11.245070457458496,13.46,22.25
2006-08-29,36.1,15.65,10.75,35.9,4.279,7.080750942230225,6.754391193389893,22.22,11.66,6.369687557220459,,2.93615198135376,2.477109670639038,0.935,10.229986190795898,8.171,,,3.58,10.13675594329834,10.858781814575195,67.5882797241211,16.08,2.224527359008789,6.465784072875977,,1.695,8.27,20.48,46.28,10.894710540771484,8.349942207336426,5.32268762588501,5.49,5.464786529541016,4.52,31.9,36.36,17.63,28.46,28.23,13.028033256530762,5.09,14.14,11.013211250305176,11.184088706970217,13.46,22.68
2006-08-30,35.66,15.52,10.91,35.81,4.32,7.051965713500977,6.797146320343018,20.63,11.54,6.766241073608398,,2.8951964378356934,2.4666571617126465,0.955,9.993826866149902,7.967,,,3.57,10.117496490478516,10.858781814575195,68.8841323852539,16.17,2.231868028640747,6.506199359893799,,1.838,8.41,20.27,46.29,10.860779762268066,8.254295349121094,5.34575891494751,5.51,5.43315315246582,4.55,32.45,35.63,17.2,28.2,30.08,13.099193572998049,5.27,14.26,11.01156234741211,11.257265090942385,13.42,23.14
2006-08-31,35.77,15.65,10.6,35.81,4.279,7.21027660369873,6.839888572692871,20.58,11.5,6.914950370788574,,2.950274705886841,2.461430788040161,0.968,10.04750156402588,8.026,,,3.58,10.021198272705078,10.830501556396484,68.99600219726562,16.43,2.229421138763428,6.517308235168457,,1.883,8.21,20.32,46.39,10.74992847442627,8.244729995727539,5.34575891494751,5.66,5.351934432983398,4.4,31.67,36.3,16.9,27.5,30.0,13.099193572998049,5.33,14.18,11.082456588745115,11.220674514770508,13.2,23.35
